refix,multifix,urevent,tonset,dur_added,rank,stposrel,stposabs,n,x,y,istarget,isdistractor,distractor_cat,ditractor_atr,trial_targetseen,trial_correct,trial_cat,trial_resp,trial_atr,trial_type,trial_cattype,trial_number,trial_subject,trial_bgn_latency,NTO_NTF
1,1,20987,0.31640625,0.173828125,1.0,9,33,1,853.394592285156,664.492736816406,0,1,faces,female,0,0,faces,A,female,VS,I,1,E11,0.201171875,0
1,0,20989,0.92578125,0.18359375,2.0,5,14,3,612.501281738281,541.9912109375,0,1,faces,female,0,0,faces,A,female,VS,I,1,E11,0.201171875,0
0,0,20990,1.134765625,0.248046875,3.0,4,13,4,645.153442382812,476.493865966797,0,1,objects,big,0,0,faces,A,female,VS,I,1,E11,0.201171875,1
2,1,20991,1.412109375,0.197265625,4.0,5,14,5,651.787414550781,573.856994628906,0,1,faces,female,0,0,faces,A,female,VS,I,1,E11,0.201171875,0
0,1,20994,2.89453125,0.150390625,6.0,14,54,8,1037.60021972656,903.634948730469,0,1,faces,female,0,0,faces,A,female,VS,I,1,E11,0.201171875,0
2,0,20996,3.9296875,0.125,7.0,9,33,10,889.361938476562,678.611206054688,0,1,faces,female,0,0,faces,A,female,VS,I,1,E11,0.201171875,0
0,1,21006,1.447265625,0.130859375,2.0,1,5,2,528.756896972656,568.411437988281,0,1,objects,big,0,0,objects,P,big,VS,O,2,E11,4.400390625,1
0,0,21010,2.94921875,0.203125,4.0,6,42,6,1000.57366943359,670.282897949219,0,1,faces,female,0,0,objects,P,big,VS,O,2,E11,4.400390625,0
0,0,21012,3.345703125,0.244140625,6.0,4,39,8,974.677062988281,374.415344238281,0,1,faces,female,0,0,objects,P,big,VS,O,2,E11,4.400390625,0
0,0,21013,3.623046875,0.287109375,7.0,8,47,9,1067.28979492188,287.523742675781,0,1,faces,male,0,0,objects,P,big,VS,O,2,E11,4.400390625,0
0,0,21045,0.568359375,0.126953125,3.0,4,29,3,886.155883789062,286.228790283203,0,1,faces,male,1,0,objects,P,small,VS,O,4,E11,12.798828125,0
0,0,21046,0.73828125,0.208984375,4.0,11,57,4,1156.93615722656,296.252349853516,0,1,faces,female,1,0,objects,P,small,VS,O,4,E11,12.798828125,0
0,0,21084,0.328125,0.208984375,1.0,7,38,1,987.156127929688,259.4521484375,0,1,objects,small,1,0,faces,P,male,VS,I,6,E11,21.197265625,1
0,0,21085,0.5703125,0.19140625,2.0,9,48,2,1082.23107910156,349.944702148438,0,1,faces,male,1,0,faces,P,male,VS,I,6,E11,21.197265625,0
0,1,21087,1.171875,0.140625,4.0,13,67,4,1298.29309082031,478.031402587891,0,1,faces,female,1,0,faces,P,male,VS,I,6,E11,21.197265625,0
0,0,21090,1.79296875,0.1328125,6.0,11,53,7,1074.72644042969,802.441223144531,0,1,faces,male,1,0,faces,P,male,VS,I,6,E11,21.197265625,0
0,0,21091,1.9453125,0.140625,7.0,10,52,8,1078.56701660156,758.583740234375,0,1,faces,female,1,0,faces,P,male,VS,I,6,E11,21.197265625,0
0,0,21092,2.142578125,0.248046875,8.0,15,78,9,1388.0830078125,670.336486816406,0,1,faces,male,1,0,faces,P,male,VS,I,6,E11,21.197265625,0
0,0,21093,2.49609375,0.23828125,9.0,3,9,10,564.55322265625,896.895935058594,0,1,objects,big,1,0,faces,P,male,VS,I,6,E11,21.197265625,1
0,0,21095,2.85546875,0.25,10.0,4,17,12,657.8232421875,858.728820800781,0,1,objects,big,1,0,faces,P,male,VS,I,6,E11,21.197265625,1
0,0,21104,0.271484375,0.236328125,1.0,5,13,1,672.131408691406,483.443420410156,0,1,faces,female,1,1,objects,P,big,VS,O,7,E11,25.396484375,0
0,0,21105,0.55859375,0.166015625,2.0,10,60,2,1116.06225585938,679.699157714844,0,1,objects,small,1,1,objects,P,big,VS,O,7,E11,25.396484375,1
0,0,21109,1.283203125,0.794921875,5.0,11,70,6,1257.47912597656,769.027282714844,0,1,objects,big,1,1,objects,P,big,VS,O,7,E11,25.396484375,1
0,0,21110,2.14453125,0.138671875,6.0,8,34,7,817.331481933594,765.0166015625,0,1,faces,male,1,1,objects,P,big,VS,O,7,E11,25.396484375,0
0,1,21111,2.33984375,0.205078125,7.0,3,4,8,588.168151855469,461.781433105469,0,1,objects,big,1,1,objects,P,big,VS,O,7,E11,25.396484375,1
0,0,21113,2.98828125,0.19921875,8.0,2,2,10,561.096984863281,276.018310546875,0,1,faces,male,1,1,objects,P,big,VS,O,7,E11,25.396484375,0
0,0,21114,3.21484375,0.126953125,9.0,1,1,11,578.052490234375,181.853408813477,0,1,faces,female,1,1,objects,P,big,VS,O,7,E11,25.396484375,0
1,0,21123,0.1953125,0.12109375,1.0,5,31,1,886.468811035156,487.814483642578,0,1,faces,male,1,0,faces,P,male,VS,F,8,E11,29.595703125,0
0,1,21124,0.345703125,0.197265625,2.0,4,30,2,852.912719726562,386.078704833984,0,1,objects,big,1,0,faces,P,male,VS,F,8,E11,29.595703125,1
0,0,21126,0.8046875,0.169921875,3.0,3,20,4,728.214050292969,258.966339111328,0,1,objects,small,1,0,faces,P,male,VS,F,8,E11,29.595703125,1
0,1,21127,1.0234375,0.1875,4.0,2,15,5,667.082824707031,623.359008789062,0,1,objects,big,1,0,faces,P,male,VS,F,8,E11,29.595703125,1
0,0,21129,1.4296875,0.248046875,5.0,1,8,7,539.89794921875,875.189514160156,0,1,faces,female,1,0,faces,P,male,VS,F,8,E11,29.595703125,0
1,0,21130,1.736328125,0.15234375,6.0,10,45,8,980.846740722656,989.097961425781,0,1,objects,small,1,0,faces,P,male,VS,F,8,E11,29.595703125,1
0,0,21131,1.955078125,0.1328125,7.0,14,70,9,1264.07019042969,724.111694335938,0,1,faces,male,1,0,faces,P,male,VS,F,8,E11,29.595703125,0
2,0,21133,2.6640625,0.17578125,9.0,10,45,11,951.326293945312,973.176818847656,0,1,objects,small,1,0,faces,P,male,VS,F,8,E11,29.595703125,1
2,0,21136,3.490234375,0.193359375,12.0,5,31,14,908.115051269531,392.298217773438,0,1,faces,male,1,0,faces,P,male,VS,F,8,E11,29.595703125,0
0,0,21137,3.71484375,0.349609375,13.0,9,39,15,968.87353515625,366.169158935547,0,1,faces,female,1,0,faces,P,male,VS,F,8,E11,29.595703125,0
0,0,21163,0.205078125,0.119140625,2.0,14,67,2,1222.74047851562,453.535003662109,0,1,faces,female,0,1,faces,A,male,VS,I,10,E11,37.994140625,0
0,0,21165,0.5078125,0.1484375,4.0,11,47,4,1054.00817871094,236.582626342773,0,1,objects,big,0,1,faces,A,male,VS,I,10,E11,37.994140625,1
0,0,21166,0.697265625,0.205078125,5.0,8,28,5,844.5712890625,150.589233398438,0,1,objects,small,0,1,faces,A,male,VS,I,10,E11,37.994140625,1
0,0,21168,1.126953125,0.123046875,7.0,6,15,7,648.241577148438,639.092041015625,0,1,objects,big,0,1,faces,A,male,VS,I,10,E11,37.994140625,1
1,0,21169,1.291015625,0.138671875,8.0,2,8,8,550.128295898438,828.6103515625,0,1,faces,male,0,1,faces,A,male,VS,I,10,E11,37.994140625,0
0,0,21171,1.646484375,0.126953125,10.0,10,43,10,951.332824707031,755.249816894531,0,1,faces,male,0,1,faces,A,male,VS,I,10,E11,37.994140625,0
0,0,21172,1.8359375,0.2421875,11.0,13,61,11,1185.15393066406,755.988586425781,0,1,faces,female,0,1,faces,A,male,VS,I,10,E11,37.994140625,0
0,0,21173,2.119140625,0.111328125,12.0,15,71,12,1286.12927246094,880.759887695312,0,1,faces,female,0,1,faces,A,male,VS,I,10,E11,37.994140625,0
0,0,21174,2.337890625,0.119140625,13.0,3,9,13,528.199035644531,942.777648925781,0,1,faces,female,0,1,faces,A,male,VS,I,10,E11,37.994140625,0
2,0,21175,2.484375,0.513671875,14.0,2,8,14,561.114074707031,869.223510742188,0,1,faces,male,0,1,faces,A,male,VS,I,10,E11,37.994140625,0
0,0,21177,3.2109375,0.2265625,16.0,4,11,16,666.786254882812,259.961090087891,0,1,faces,male,0,1,faces,A,male,VS,I,10,E11,37.994140625,0
0,1,21184,0.185546875,0.12109375,1.0,8,39,1,942.200500488281,383.172760009766,0,1,faces,female,0,1,faces,P,female,VS,I,11,E11,42.193359375,0
0,0,21187,0.6015625,0.146484375,2.0,9,55,4,1131.85400390625,165.64013671875,0,1,faces,female,0,1,faces,P,female,VS,I,11,E11,42.193359375,0
0,0,21189,0.95703125,0.294921875,3.0,13,69,6,1248.43835449219,651.064392089844,0,1,faces,female,0,1,faces,P,female,VS,I,11,E11,42.193359375,0
0,0,21190,1.3125,0.140625,4.0,14,72,7,1278.63159179688,949.411010742188,0,1,objects,small,0,1,faces,P,female,VS,I,11,E11,42.193359375,1
0,0,21191,1.48828125,0.126953125,5.0,12,63,8,1152.34509277344,963.715454101562,0,1,faces,female,0,1,faces,P,female,VS,I,11,E11,42.193359375,0
0,1,21193,2.728515625,0.201171875,7.0,2,15,10,668.24658203125,641.158752441406,0,1,faces,female,0,1,faces,P,female,VS,I,11,E11,42.193359375,0
1,1,21202,0.326171875,0.12109375,2.0,5,21,2,800.862060546875,320.932830810547,0,1,objects,big,0,1,objects,A,big,VS,O,12,E11,46.392578125,1
0,0,21204,0.642578125,0.2890625,3.0,1,2,4,537.958740234375,258.752258300781,0,1,objects,small,0,1,objects,A,big,VS,O,12,E11,46.392578125,1
0,0,21207,1.326171875,0.181640625,5.0,11,43,7,958.694885253906,772.290771484375,0,1,objects,big,0,1,objects,A,big,VS,O,12,E11,46.392578125,1
0,0,21211,2.140625,0.283203125,8.0,3,5,11,543.813171386719,560.344909667969,0,1,objects,big,0,1,objects,A,big,VS,O,12,E11,46.392578125,1
0,0,21213,2.681640625,0.138671875,10.0,8,27,13,777.678527832031,956.158569335938,0,1,faces,male,0,1,objects,A,big,VS,O,12,E11,46.392578125,0
2,0,21215,3.037109375,0.138671875,12.0,5,21,15,768.910705566406,363.490295410156,0,1,objects,big,0,1,objects,A,big,VS,O,12,E11,46.392578125,1
0,0,21217,3.392578125,0.125,14.0,13,49,17,1067.35424804688,465.409545898438,0,1,faces,male,0,1,objects,A,big,VS,O,12,E11,46.392578125,0
0,1,21226,0.216796875,0.16796875,1.0,5,22,1,789.098266601562,423.911193847656,0,1,faces,male,1,0,faces,P,female,VS,I,13,E11,50.591796875,0
0,0,21228,0.59765625,0.185546875,2.0,6,31,3,835.203857421875,445.699615478516,0,1,faces,male,1,0,faces,P,female,VS,I,13,E11,50.591796875,0
0,0,21229,0.81640625,0.220703125,3.0,9,41,4,949.331909179688,544.186889648438,0,1,faces,male,1,0,faces,P,female,VS,I,13,E11,50.591796875,0
0,1,21230,1.083984375,0.134765625,4.0,1,2,5,547.523803710938,271.749176025391,0,1,objects,small,1,0,faces,P,female,VS,I,13,E11,50.591796875,1
0,0,21233,1.716796875,0.236328125,6.0,8,37,8,947.330444335938,139.798843383789,0,1,objects,big,1,0,faces,P,female,VS,I,13,E11,50.591796875,1
0,0,21236,2.45703125,0.1484375,9.0,3,8,11,550.642395019531,879.65673828125,0,1,faces,male,1,0,faces,P,female,VS,I,13,E11,50.591796875,0
0,0,21237,2.669921875,0.107421875,10.0,10,45,12,919.967834472656,959.295227050781,0,1,faces,male,1,0,faces,P,female,VS,I,13,E11,50.591796875,0
0,0,21238,2.798828125,0.123046875,11.0,7,36,13,873.619750976562,958.203369140625,0,1,faces,female,1,0,faces,P,female,VS,I,13,E11,50.591796875,0
0,0,21239,2.9765625,0.24609375,12.0,11,63,14,1182.87622070312,978.587646484375,0,1,objects,big,1,0,faces,P,female,VS,I,13,E11,50.591796875,1
0,0,21240,3.28515625,0.208984375,13.0,13,69,15,1272.42346191406,630.608947753906,0,1,objects,small,1,0,faces,P,female,VS,I,13,E11,50.591796875,1
0,0,21242,3.71484375,0.2265625,15.0,15,75,17,1385.66223144531,376.329071044922,0,1,faces,female,1,0,faces,P,female,VS,I,13,E11,50.591796875,0
0,0,21252,0.68359375,0.158203125,3.0,5,19,3,714.142883300781,139.845504760742,0,1,faces,female,0,1,objects,A,small,VS,O,14,E11,54.791015625,0
0,0,21253,0.8828125,0.15625,4.0,1,2,4,548.918884277344,258.786071777344,0,1,faces,female,0,1,objects,A,small,VS,O,14,E11,54.791015625,0
1,0,21255,1.28515625,0.16015625,6.0,11,60,6,1168.90124511719,610.591918945312,0,1,objects,small,0,1,objects,A,small,VS,O,14,E11,54.791015625,1
0,0,21256,1.484375,0.21484375,7.0,15,79,7,1375.89990234375,719.7255859375,0,1,objects,small,0,1,objects,A,small,VS,O,14,E11,54.791015625,1
0,1,21257,1.76953125,0.1171875,8.0,4,16,8,674.125427246094,758.338195800781,0,1,faces,male,0,1,objects,A,small,VS,O,14,E11,54.791015625,0
0,0,21259,2.052734375,0.15625,9.0,9,39,10,948.839233398438,294.774841308594,0,1,objects,big,0,1,objects,A,small,VS,O,14,E11,54.791015625,1
2,0,21261,2.462890625,0.171875,11.0,11,60,12,1175.73791503906,610.938781738281,0,1,objects,small,0,1,objects,A,small,VS,O,14,E11,54.791015625,1
0,0,21262,2.689453125,0.20703125,12.0,14,77,13,1387.04162597656,537.590454101562,0,1,faces,male,0,1,objects,A,small,VS,O,14,E11,54.791015625,0
3,1,21263,2.935546875,0.32421875,13.0,11,60,14,1166.6025390625,649.650756835938,0,1,objects,small,0,1,objects,A,small,VS,O,14,E11,54.791015625,1
0,0,21265,3.8671875,0.185546875,14.0,8,38,16,919.218688964844,232.10173034668,0,1,objects,big,0,1,objects,A,small,VS,O,14,E11,54.791015625,1
0,0,21292,0.25390625,0.15234375,1.0,14,75,1,1353.60729980469,327.770690917969,0,1,objects,small,0,0,faces,P,female,VS,F,16,E11,63.189453125,1
0,0,21293,0.4609375,0.111328125,2.0,5,19,2,778.022338867188,133.280731201172,0,1,objects,big,0,0,faces,P,female,VS,F,16,E11,63.189453125,1
1,0,21294,1.134765625,0.171875,3.0,9,42,3,936.814208984375,605.14111328125,0,1,faces,male,0,0,faces,P,female,VS,F,16,E11,63.189453125,0
0,0,21296,1.5,0.263671875,5.0,6,25,5,736.758117675781,705.227905273438,0,1,faces,male,0,0,faces,P,female,VS,F,16,E11,63.189453125,0
0,0,21297,1.88671875,0.173828125,6.0,11,60,6,1194.00537109375,683.637756347656,0,1,faces,female,0,0,faces,P,female,VS,F,16,E11,63.189453125,0
1,0,21298,2.072265625,0.111328125,7.0,12,61,7,1165.78698730469,694.047302246094,0,1,faces,male,0,0,faces,P,female,VS,F,16,E11,63.189453125,0
0,1,21299,2.244140625,0.216796875,8.0,2,7,8,509.802185058594,755.450439453125,0,1,faces,male,0,0,faces,P,female,VS,F,16,E11,63.189453125,0
0,1,21301,2.66796875,0.169921875,9.0,7,27,10,756.641418457031,943.571899414062,0,1,faces,male,0,0,faces,P,female,VS,F,16,E11,63.189453125,0
2,0,21303,3.455078125,0.22265625,10.0,9,42,12,933.493713378906,604.777465820312,0,1,faces,male,0,0,faces,P,female,VS,F,16,E11,63.189453125,0
2,0,21305,3.90234375,0.203125,12.0,12,61,14,1154.90698242188,711.479125976562,0,1,faces,male,0,0,faces,P,female,VS,F,16,E11,63.189453125,0
0,0,21315,1.369140625,0.13671875,3.0,14,76,3,1364.63366699219,400.203308105469,0,1,faces,female,0,1,faces,A,female,VS,F,17,E11,67.388671875,0
0,0,21316,1.54296875,0.232421875,4.0,12,73,4,1334.07458496094,157.426132202148,0,1,objects,big,0,1,faces,A,female,VS,F,17,E11,67.388671875,1
0,1,21317,1.796875,0.2109375,5.0,13,74,5,1365.71472167969,208.284210205078,0,1,faces,male,0,1,faces,A,female,VS,F,17,E11,67.388671875,0
0,0,21319,2.13671875,0.21484375,6.0,10,64,7,1246.82409667969,125.052742004395,0,1,faces,female,0,1,faces,A,female,VS,F,17,E11,67.388671875,0
0,0,21321,2.609375,0.11328125,8.0,2,8,9,513.816772460938,871.106567382812,0,1,objects,big,0,1,faces,A,female,VS,F,17,E11,67.388671875,1
0,0,21322,2.744140625,0.140625,9.0,3,9,10,517.019653320312,937.462158203125,0,1,faces,male,0,1,faces,A,female,VS,F,17,E11,67.388671875,0
0,1,21323,2.958984375,0.125,10.0,15,81,11,1326.27917480469,906.707153320312,0,1,faces,female,0,1,faces,A,female,VS,F,17,E11,67.388671875,0
0,0,21327,3.8046875,0.197265625,12.0,8,50,15,1037.02514648438,580.336181640625,0,1,faces,female,0,1,faces,A,female,VS,F,17,E11,67.388671875,0
0,0,21334,0.36328125,0.201171875,2.0,3,20,2,799.890197753906,227.150466918945,0,1,objects,small,1,1,faces,P,female,VS,F,18,E11,71.587890625,1
0,1,21337,0.919921875,0.181640625,4.0,10,48,5,1029.08142089844,310.145477294922,0,1,faces,female,1,1,faces,P,female,VS,F,18,E11,71.587890625,0
0,0,21338,1.142578125,0.326171875,5.0,14,65,6,1246.177734375,206.478897094727,0,1,faces,female,1,1,faces,P,female,VS,F,18,E11,71.587890625,0
0,1,21339,1.5,0.203125,6.0,15,74,7,1349.64855957031,241.80793762207,0,1,faces,male,1,1,faces,P,female,VS,F,18,E11,71.587890625,0
0,0,21341,1.875,0.2734375,7.0,12,55,9,1150.28344726562,121.40209197998,0,1,faces,female,1,1,faces,P,female,VS,F,18,E11,71.587890625,0
0,0,21344,2.490234375,0.201171875,8.0,7,26,12,727.052490234375,841.348083496094,0,1,faces,female,1,1,faces,P,female,VS,F,18,E11,71.587890625,0
0,0,21346,3.037109375,0.14453125,10.0,5,22,14,719.3427734375,459.252593994141,0,1,faces,male,1,1,faces,P,female,VS,F,18,E11,71.587890625,0
0,0,21347,3.2109375,0.21875,11.0,1,13,15,697.144714355469,405.589385986328,0,1,objects,small,1,1,faces,P,female,VS,F,18,E11,71.587890625,1
0,1,21359,0.197265625,0.216796875,2.0,5,32,2,855.83056640625,518.699829101562,0,1,faces,male,1,1,faces,P,female,VS,F,19,E11,75.787109375,0
0,0,21361,0.578125,0.291015625,3.0,15,77,4,1334.404296875,530.192199707031,0,1,faces,male,1,1,faces,P,female,VS,F,19,E11,75.787109375,0
0,0,21362,0.908203125,0.158203125,4.0,12,70,5,1209.6474609375,716.123046875,0,1,faces,female,1,1,faces,P,female,VS,F,19,E11,75.787109375,0
0,0,21363,1.1015625,0.212890625,5.0,10,52,6,1023.79400634766,736.505493164062,0,1,faces,male,1,1,faces,P,female,VS,F,19,E11,75.787109375,0
1,0,21365,1.5078125,0.236328125,7.0,2,7,8,523.920288085938,740.422790527344,0,1,faces,female,1,1,faces,P,female,VS,F,19,E11,75.787109375,0
2,0,21367,1.990234375,0.177734375,9.0,2,7,10,509.663879394531,753.655578613281,0,1,faces,female,1,1,faces,P,female,VS,F,19,E11,75.787109375,0
0,0,21368,2.265625,0.19921875,10.0,9,47,11,1088.17236328125,194.62109375,0,1,objects,big,1,1,faces,P,female,VS,F,19,E11,75.787109375,1
0,0,21371,2.94140625,0.158203125,12.0,11,65,14,1255.39404296875,255.691909790039,0,1,faces,male,1,1,faces,P,female,VS,F,19,E11,75.787109375,0
0,0,21381,0.634765625,0.28515625,1.0,5,12,1,644.765991210938,347.2666015625,0,1,faces,male,0,1,faces,A,male,VS,F,20,E11,79.986328125,0
0,0,21382,0.95703125,0.23828125,2.0,2,2,2,539.997863769531,233.781784057617,0,1,faces,male,0,1,faces,A,male,VS,F,20,E11,79.986328125,0
0,1,21383,1.275390625,0.125,3.0,10,27,3,721.006103515625,952.254943847656,0,1,faces,male,0,1,faces,A,male,VS,F,20,E11,79.986328125,0
0,0,21385,1.595703125,0.125,4.0,9,26,5,727.697082519531,828.291137695312,0,1,faces,female,0,1,faces,A,male,VS,F,20,E11,79.986328125,0
0,0,21387,1.923828125,0.134765625,6.0,13,59,7,1147.56799316406,523.578002929688,0,1,objects,big,0,1,faces,A,male,VS,F,20,E11,79.986328125,1
0,0,21389,2.22265625,0.1640625,8.0,14,65,9,1224.35607910156,260.613708496094,0,1,faces,female,0,1,faces,A,male,VS,F,20,E11,79.986328125,0
0,1,21390,2.423828125,0.33984375,9.0,15,67,10,1240.27429199219,449.98828125,0,1,faces,male,0,1,faces,A,male,VS,F,20,E11,79.986328125,0
0,0,21394,3.37109375,0.439453125,12.0,11,30,14,844.761169433594,362.812103271484,0,1,objects,big,0,1,faces,A,male,VS,F,20,E11,79.986328125,1
0,0,21406,1.82421875,0.126953125,2.0,12,63,2,1111.1259765625,963.638122558594,0,1,faces,male,1,1,objects,P,small,VS,O,21,E11,84.185546875,0
0,0,21407,2.021484375,0.16796875,3.0,13,69,3,1260.20629882812,591.272705078125,0,1,faces,female,1,1,objects,P,small,VS,O,21,E11,84.185546875,0
0,0,21408,2.22265625,0.181640625,4.0,14,77,4,1320.0009765625,509.190887451172,0,1,objects,big,1,1,objects,P,small,VS,O,21,E11,84.185546875,1
0,0,21412,3.2734375,0.162109375,6.0,5,28,8,856.355163574219,170.395767211914,0,1,objects,small,1,1,objects,P,small,VS,O,21,E11,84.185546875,1
1,0,21443,0.4609375,0.166015625,2.0,8,31,2,872.823791503906,391.272705078125,0,1,faces,female,0,0,faces,P,female,VS,I,23,E11,92.583984375,0
0,1,21445,0.814453125,0.154296875,4.0,10,38,4,960.975891113281,197.774597167969,0,1,faces,male,0,0,faces,P,female,VS,I,23,E11,92.583984375,0
0,0,21447,1.7578125,0.171875,5.0,5,25,6,739.812866210938,763.480895996094,0,1,objects,small,0,0,faces,P,female,VS,I,23,E11,92.583984375,1
2,0,21449,2.1796875,0.1875,7.0,8,31,8,825.878967285156,413.933929443359,0,1,faces,female,0,0,faces,P,female,VS,I,23,E11,92.583984375,0
0,1,21450,2.41015625,0.142578125,8.0,9,35,9,828.767028808594,854.968505859375,0,1,faces,female,0,0,faces,P,female,VS,I,23,E11,92.583984375,0
0,0,21452,2.779296875,0.181640625,9.0,4,18,11,696.600280761719,936.973937988281,0,1,faces,male,0,0,faces,P,female,VS,I,23,E11,92.583984375,0
0,0,21453,3.025390625,0.205078125,10.0,15,63,12,1115.71899414062,910.587890625,0,1,faces,male,0,0,faces,P,female,VS,I,23,E11,92.583984375,0
0,0,21454,3.3046875,0.125,11.0,12,47,13,1079.28820800781,191.437652587891,0,1,objects,big,0,0,faces,P,female,VS,I,23,E11,92.583984375,1
0,0,21455,3.4609375,0.294921875,12.0,11,46,14,1031.13061523438,150.005981445312,0,1,faces,female,0,0,faces,P,female,VS,I,23,E11,92.583984375,0
3,0,21456,3.796875,0.267578125,13.0,8,31,15,843.956604003906,463.789916992188,0,1,faces,female,0,0,faces,P,female,VS,I,23,E11,92.583984375,0
0,0,21478,0.279296875,0.162109375,1.0,12,68,1,1229.27746582031,519.040405273438,0,1,faces,female,1,1,faces,P,female,VS,F,25,E11,100.982421875,0
0,0,21479,1.505859375,0.111328125,2.0,13,71,2,1210.64868164062,889.566223144531,0,1,faces,female,1,1,faces,P,female,VS,F,25,E11,100.982421875,0
0,0,21480,1.65234375,0.169921875,3.0,8,53,3,1058.00817871094,821.852722167969,0,1,faces,male,1,1,faces,P,female,VS,F,25,E11,100.982421875,0
0,0,21487,0.361328125,0.134765625,1.0,3,31,1,860.202392578125,436.010345458984,0,1,objects,big,1,1,faces,P,female,VS,F,26,E11,105.181640625,1
0,0,21490,3.744140625,0.119140625,3.0,10,66,4,1250.08679199219,319.730072021484,0,1,faces,male,1,1,faces,P,female,VS,F,26,E11,105.181640625,0
1,0,21501,1.18359375,0.322265625,2.0,4,17,3,695.188354492188,808.695922851562,0,1,faces,female,0,1,faces,A,female,VS,I,27,E11,109.380859375,0
2,1,21503,1.798828125,0.306640625,4.0,4,17,5,709.581848144531,798.464538574219,0,1,faces,female,0,1,faces,A,female,VS,I,27,E11,109.380859375,0
0,0,21505,2.330078125,0.234375,5.0,13,63,7,1199.00512695312,952.962158203125,0,1,faces,male,0,1,faces,A,female,VS,I,27,E11,109.380859375,0
0,0,21506,2.58984375,0.1328125,6.0,12,62,8,1208.69104003906,886.696594238281,0,1,faces,male,0,1,faces,A,female,VS,I,27,E11,109.380859375,0
0,0,21509,3.15625,0.119140625,9.0,14,69,11,1265.44226074219,659.015869140625,0,1,faces,female,0,1,faces,A,female,VS,I,27,E11,109.380859375,0
0,0,21512,3.8515625,0.205078125,12.0,7,38,14,950.819702148438,231.9296875,0,1,objects,small,0,1,faces,A,female,VS,I,27,E11,109.380859375,1
0,0,21533,0.224609375,0.19921875,1.0,3,22,1,796.5595703125,471.628356933594,0,1,objects,small,1,1,faces,P,male,VS,I,29,E11,117.779296875,1
0,0,21536,0.931640625,0.126953125,4.0,6,37,4,974.068542480469,182.935195922852,0,1,faces,female,1,1,faces,P,male,VS,I,29,E11,117.779296875,0
0,0,21538,1.408203125,0.193359375,6.0,12,70,6,1295.00634765625,736.466064453125,0,1,objects,big,1,1,faces,P,male,VS,I,29,E11,117.779296875,1
0,0,21548,3.232421875,0.126953125,13.0,14,75,16,1405.42004394531,340.916381835938,0,1,objects,big,1,1,faces,P,male,VS,I,29,E11,117.779296875,1
0,0,21553,0.44921875,0.275390625,1.0,8,40,1,974.447143554688,398.079956054688,0,1,faces,female,0,1,faces,A,male,VS,F,30,E11,121.978515625,0
0,1,21554,2.013671875,0.205078125,2.0,4,19,2,710.146057128906,164.768173217773,0,1,faces,female,0,1,faces,A,male,VS,F,30,E11,121.978515625,0
0,0,21556,2.37109375,0.212890625,3.0,2,11,4,654.747863769531,267.014984130859,0,1,faces,male,0,1,faces,A,male,VS,F,30,E11,121.978515625,0
1,1,21564,0.328125,0.1796875,2.0,14,58,2,1128.65856933594,452.199859619141,0,1,faces,female,0,1,faces,A,male,VS,I,31,E11,126.177734375,0
0,1,21566,0.765625,0.251953125,3.0,11,49,4,1090.14050292969,475.303131103516,0,1,faces,male,0,1,faces,A,male,VS,I,31,E11,126.177734375,0
2,0,21568,1.1484375,0.212890625,4.0,14,58,6,1193.60119628906,398.726226806641,0,1,faces,female,0,1,faces,A,male,VS,I,31,E11,126.177734375,0
0,0,21569,1.412109375,0.30859375,5.0,8,25,7,742.930114746094,725.739379882812,0,1,objects,big,0,1,faces,A,male,VS,I,31,E11,126.177734375,1
0,1,21570,1.765625,0.123046875,6.0,12,54,8,1054.31469726562,952.036804199219,0,1,faces,male,0,1,faces,A,male,VS,I,31,E11,126.177734375,0
0,0,21573,2.314453125,0.189453125,8.0,3,13,11,692.316528320312,472.531036376953,0,1,objects,small,0,1,faces,A,male,VS,I,31,E11,126.177734375,1
0,0,21574,2.533203125,0.138671875,9.0,6,21,12,756.860961914062,350.463195800781,0,1,faces,male,0,1,faces,A,male,VS,I,31,E11,126.177734375,0
0,0,21575,2.7109375,0.326171875,10.0,1,5,13,564.692199707031,589.71533203125,0,1,faces,male,0,1,faces,A,male,VS,I,31,E11,126.177734375,0
0,1,21578,3.7265625,0.107421875,13.0,15,76,16,1353.14428710938,452.396728515625,0,1,faces,female,0,1,faces,A,male,VS,I,31,E11,126.177734375,0
0,0,21583,0.2265625,0.26953125,1.0,9,48,1,1042.32373046875,381.928070068359,0,1,faces,female,1,1,faces,P,male,VS,F,49,E11,201.763671875,0
0,1,21585,0.62109375,0.17578125,2.0,12,64,3,1231.20263671875,185.697692871094,0,1,faces,male,1,1,faces,P,male,VS,F,49,E11,201.763671875,0
0,1,21587,1.0,0.166015625,3.0,7,26,5,800.065246582031,808.389404296875,0,1,faces,female,1,1,faces,P,male,VS,F,49,E11,201.763671875,0
0,0,21589,1.337890625,0.14453125,4.0,4,17,7,673.771545410156,811.933532714844,0,1,faces,female,1,1,faces,P,male,VS,F,49,E11,201.763671875,0
0,1,21592,1.763671875,0.119140625,6.0,3,13,10,656.934509277344,442.804595947266,0,1,faces,male,1,1,faces,P,male,VS,F,49,E11,201.763671875,0
