refix,pretarget,multifix,urevent,tonset,dur_added,rank,stposrel,stposabs,n,x,y,istarget,isdistractor,distractor_cat,ditractor_atr,trial_targetseen,trial_correct,trial_cat,trial_resp,trial_atr,trial_type,trial_cattype,trial_number,trial_subject,trial_bgn_latency,VSNT_EX,VSNT_EX_correct,VShard_EXobj_correct
0,1.0,1,23232,1.240234375,0.119140625,3.0,13,66,6,1257.83056640625,296.270446777344,0,1,objects,small,1,1,objects,P,big,VS,O,2,E01,4.400390625,1.0,1.0,1.0
1,0.0,0,23248,0.609375,0.14453125,1.0,4,12,2,636.475891113281,349.615234375,0,1,objects,big,0,1,faces,A,female,EX,F,3,E01,8.599609375,0.0,0.0,0.0
2,0.0,1,23251,1.435546875,0.171875,4.0,4,12,5,677.897827148438,356.753265380859,0,1,objects,big,0,1,faces,A,female,EX,F,3,E01,8.599609375,0.0,0.0,0.0
0,0.0,0,23253,1.8515625,0.126953125,5.0,1,4,7,540.394409179688,481.721649169922,0,1,objects,small,0,1,faces,A,female,EX,F,3,E01,8.599609375,0.0,0.0,0.0
0,0.0,0,23254,2.01953125,0.244140625,6.0,2,5,8,537.822387695312,560.971984863281,0,1,objects,small,0,1,faces,A,female,EX,F,3,E01,8.599609375,0.0,0.0,0.0
0,0.0,1,23259,3.314453125,0.169921875,10.0,12,69,13,1294.50366210938,644.347717285156,0,1,objects,small,0,1,faces,A,female,EX,F,3,E01,8.599609375,0.0,0.0,0.0
0,1.0,0,23275,0.21875,0.212890625,1.0,2,11,1,668.614685058594,283.595672607422,0,1,objects,small,1,1,objects,P,small,VS,O,4,E01,12.798828125,1.0,1.0,1.0
0,1.0,0,23278,0.9375,0.125,3.0,10,56,4,1159.45556640625,191.059768676758,0,1,objects,small,1,1,objects,P,small,VS,O,4,E01,12.798828125,1.0,1.0,1.0
0,1.0,1,23279,1.109375,0.162109375,4.0,8,47,5,1093.4130859375,274.922119140625,0,1,objects,big,1,1,objects,P,small,VS,O,4,E01,12.798828125,1.0,1.0,1.0
0,0.0,1,23296,0.47265625,0.263671875,2.0,3,19,2,739.864807128906,150.002990722656,0,1,objects,big,0,1,faces,A,male,EX,F,5,E01,16.998046875,0.0,0.0,0.0
0,0.0,0,23299,1.1640625,0.1796875,4.0,9,38,5,949.720092773438,260.298614501953,0,1,objects,small,0,1,faces,A,male,EX,F,5,E01,16.998046875,0.0,0.0,0.0
0,0.0,1,23304,2.4375,0.197265625,8.0,13,69,10,1264.61804199219,607.870300292969,0,1,objects,small,0,1,faces,A,male,EX,F,5,E01,16.998046875,0.0,0.0,0.0
0,0.0,0,23309,3.84375,0.158203125,11.0,15,75,15,1343.31774902344,346.220092773438,0,1,objects,big,0,1,faces,A,male,EX,F,5,E01,16.998046875,0.0,0.0,0.0
1,0.0,0,23387,0.3046875,0.111328125,1.0,2,5,1,586.916076660156,524.582580566406,0,1,objects,small,0,1,faces,A,male,EX,I,9,E01,33.794921875,0.0,0.0,0.0
2,0.0,0,23390,1.046875,0.267578125,4.0,2,5,4,547.358764648438,555.911376953125,0,1,objects,small,0,1,faces,A,male,EX,I,9,E01,33.794921875,0.0,0.0,0.0
0,0.0,0,23398,3.01171875,0.208984375,9.0,10,62,12,1154.94763183594,840.348327636719,0,1,objects,small,0,1,faces,A,male,EX,I,9,E01,33.794921875,0.0,0.0,0.0
0,0.0,0,23401,3.9140625,0.443359375,12.0,9,59,15,1168.58984375,539.584289550781,0,1,objects,big,0,1,faces,A,male,EX,I,9,E01,33.794921875,0.0,0.0,0.0
0,0.0,0,23551,0.63671875,0.408203125,2.0,8,33,2,857.180236816406,623.450317382812,0,1,objects,big,0,1,objects,A,small,EX,O,15,E01,58.990234375,0.0,0.0,0.0
0,0.0,0,23552,1.0859375,0.28125,3.0,9,42,3,952.293090820312,631.776977539062,0,1,objects,small,0,1,objects,A,small,EX,O,15,E01,58.990234375,0.0,0.0,0.0
0,0.0,1,23556,2.169921875,0.119140625,6.0,15,75,7,1320.6923828125,380.241516113281,0,1,objects,small,0,1,objects,A,small,EX,O,15,E01,58.990234375,0.0,0.0,0.0
0,0.0,0,23559,2.9765625,0.138671875,8.0,14,62,10,1164.76477050781,828.650451660156,0,1,objects,big,0,1,objects,A,small,EX,O,15,E01,58.990234375,0.0,0.0,0.0
0,1.0,0,23704,0.302734375,0.166015625,1.0,8,36,1,867.261962890625,937.483520507812,0,1,objects,big,1,1,objects,P,small,VS,O,21,E01,84.185546875,1.0,1.0,1.0
0,1.0,0,23709,1.453125,0.134765625,5.0,9,40,6,950.002746582031,426.230041503906,0,1,objects,small,1,1,objects,P,small,VS,O,21,E01,84.185546875,1.0,1.0,1.0
1,0.0,0,23724,0.314453125,0.19140625,1.0,8,31,2,869.343933105469,453.036041259766,0,1,objects,small,0,1,objects,A,big,EX,O,22,E01,88.384765625,0.0,0.0,0.0
0,0.0,0,23728,1.208984375,0.248046875,3.0,6,28,6,854.795043945312,180.576599121094,0,1,objects,big,0,1,objects,A,big,EX,O,22,E01,88.384765625,0.0,0.0,0.0
2,0.0,0,23732,2.15625,0.287109375,6.0,8,31,10,856.856628417969,485.690216064453,0,1,objects,small,0,1,objects,A,big,EX,O,22,E01,88.384765625,0.0,0.0,0.0
0,0.0,0,23735,3.001953125,0.263671875,9.0,5,17,13,613.903930664062,871.441162109375,0,1,objects,small,0,1,objects,A,big,EX,O,22,E01,88.384765625,0.0,0.0,0.0
0,0.0,0,23898,0.349609375,0.142578125,1.0,6,20,2,807.0390625,274.072875976562,0,1,objects,big,0,1,faces,A,female,EX,I,28,E01,113.580078125,0.0,0.0,0.0
0,0.0,1,23901,0.97265625,0.21484375,3.0,3,11,5,691.648498535156,249.458618164062,0,1,objects,small,0,1,faces,A,female,EX,I,28,E01,113.580078125,0.0,0.0,0.0
0,0.0,0,23906,1.982421875,0.263671875,6.0,12,59,10,1165.30078125,552.722412109375,0,1,objects,small,0,1,faces,A,female,EX,I,28,E01,113.580078125,0.0,0.0,0.0
0,0.0,0,23908,2.546875,0.14453125,8.0,13,70,12,1271.77001953125,783.527709960938,0,1,objects,small,0,1,faces,A,female,EX,I,28,E01,113.580078125,0.0,0.0,0.0
0,0.0,1,23909,2.73046875,0.353515625,9.0,14,71,13,1297.84509277344,832.489990234375,0,1,objects,big,0,1,faces,A,female,EX,I,28,E01,113.580078125,0.0,0.0,0.0
0,1.0,0,24012,0.658203125,0.205078125,2.0,11,65,4,1310.43896484375,281.281890869141,0,1,objects,small,1,1,objects,P,small,VS,O,32,E01,130.376953125,1.0,1.0,1.0
1,0.0,0,24128,1.177734375,0.177734375,4.0,9,47,5,1043.52478027344,215.816390991211,0,1,objects,big,0,1,objects,A,small,EX,O,37,E01,151.373046875,0.0,0.0,0.0
2,0.0,0,24130,1.583984375,0.30859375,6.0,9,47,7,1074.40441894531,254.002395629883,0,1,objects,big,0,1,objects,A,small,EX,O,37,E01,151.373046875,0.0,0.0,0.0
0,0.0,0,24133,2.443359375,0.1953125,8.0,5,24,10,756.03173828125,668.71142578125,0,1,objects,small,0,1,objects,A,small,EX,O,37,E01,151.373046875,0.0,0.0,0.0
0,0.0,0,24136,3.02734375,0.201171875,9.0,6,27,13,742.673950195312,968.25341796875,0,1,objects,small,0,1,objects,A,small,EX,O,37,E01,151.373046875,0.0,0.0,0.0
0,0.0,0,24137,3.275390625,0.21875,10.0,10,53,14,1078.38989257812,854.335144042969,0,1,objects,small,0,1,objects,A,small,EX,O,37,E01,151.373046875,0.0,0.0,0.0
0,0.0,0,24138,3.5234375,0.205078125,11.0,11,62,15,1162.21618652344,832.706604003906,0,1,objects,big,0,1,objects,A,small,EX,O,37,E01,151.373046875,0.0,0.0,0.0
0,0.0,0,24153,0.982421875,0.232421875,2.0,8,37,4,956.962829589844,166.157073974609,0,1,objects,small,0,1,faces,A,female,EX,F,38,E01,155.572265625,0.0,0.0,0.0
0,0.0,0,24154,1.28125,0.30078125,3.0,11,48,5,1078.69653320312,350.54736328125,0,1,objects,small,0,1,faces,A,female,EX,F,38,E01,155.572265625,0.0,0.0,0.0
0,0.0,1,24156,1.888671875,0.171875,4.0,15,77,7,1408.85412597656,542.827697753906,0,1,objects,small,0,1,faces,A,female,EX,F,38,E01,155.572265625,0.0,0.0,0.0
0,0.0,0,24161,2.951171875,0.3515625,6.0,9,43,12,962.6103515625,725.459045410156,0,1,objects,big,0,1,faces,A,female,EX,F,38,E01,155.572265625,0.0,0.0,0.0
0,0.0,0,24164,3.716796875,0.314453125,8.0,3,7,15,553.447875976562,753.230041503906,0,1,objects,big,0,1,faces,A,female,EX,F,38,E01,155.572265625,0.0,0.0,0.0
0,0.0,0,24220,3.423828125,0.205078125,8.0,11,54,13,1022.19409179688,929.3603515625,0,1,objects,big,0,1,objects,A,big,EX,O,40,E01,163.970703125,0.0,0.0,0.0
0,1.0,0,24303,1.11328125,0.162109375,4.0,4,22,5,747.702209472656,447.280364990234,0,1,objects,small,1,1,objects,P,big,VS,O,44,E01,180.767578125,1.0,1.0,1.0
0,0.0,0,24321,0.669921875,0.259765625,1.0,14,73,2,1328.40368652344,186.075744628906,0,1,objects,big,0,1,faces,A,male,EX,F,45,E01,184.966796875,0.0,0.0,0.0
0,0.0,0,24323,1.125,0.283203125,2.0,10,58,4,1156.8994140625,446.145751953125,0,1,objects,small,0,1,faces,A,male,EX,F,45,E01,184.966796875,0.0,0.0,0.0
0,0.0,0,24329,2.669921875,0.31640625,6.0,11,60,10,1174.37609863281,655.703552246094,0,1,objects,small,0,1,faces,A,male,EX,F,45,E01,184.966796875,0.0,0.0,0.0
0,0.0,0,24334,3.77734375,0.1640625,9.0,8,54,15,1089.06750488281,933.723754882812,0,1,objects,big,0,1,faces,A,male,EX,F,45,E01,184.966796875,0.0,0.0,0.0
0,0.0,0,24377,0.94921875,0.162109375,1.0,8,47,4,1108.9951171875,197.796524047852,0,1,objects,big,0,1,faces,A,male,EX,I,47,E01,193.365234375,0.0,0.0,0.0
0,0.0,1,24378,1.162109375,0.15234375,2.0,7,37,5,988.125915527344,180.483352661133,0,1,objects,big,0,1,faces,A,male,EX,I,47,E01,193.365234375,0.0,0.0,0.0
0,0.0,1,24384,2.703125,0.1015625,5.0,15,77,11,1340.30297851562,543.927734375,0,1,objects,small,0,1,faces,A,male,EX,I,47,E01,193.365234375,0.0,0.0,0.0
0,1.0,0,24449,0.435546875,0.27734375,1.0,7,28,2,847.1767578125,186.964859008789,0,1,objects,big,1,1,objects,P,small,VS,O,50,E01,205.962890625,1.0,1.0,1.0
0,1.0,0,24577,0.5390625,0.36328125,2.0,13,56,2,1177.07690429688,244.857757568359,0,1,objects,small,1,1,objects,P,small,VS,O,55,E01,226.958984375,1.0,1.0,1.0
0,1.0,0,24600,1.353515625,0.224609375,3.0,7,42,4,999.66650390625,628.956787109375,0,1,objects,small,1,1,objects,P,big,VS,O,56,E01,231.158203125,1.0,1.0,1.0
0,1.0,0,24601,1.625,0.171875,4.0,11,60,5,1178.12170410156,627.736511230469,0,1,objects,big,1,1,objects,P,big,VS,O,56,E01,231.158203125,1.0,1.0,1.0
0,1.0,0,24602,1.873046875,0.267578125,5.0,2,15,6,624.904479980469,657.756713867188,0,1,objects,small,1,1,objects,P,big,VS,O,56,E01,231.158203125,1.0,1.0,1.0
0,1.0,0,24603,2.23046875,0.22265625,6.0,8,52,7,1099.73718261719,760.257995605469,0,1,objects,small,1,1,objects,P,big,VS,O,56,E01,231.158203125,1.0,1.0,1.0
0,0.0,0,24776,0.94140625,0.171875,1.0,12,66,4,1267.71643066406,347.146545410156,0,1,objects,small,0,1,objects,A,big,EX,O,63,E01,260.552734375,0.0,0.0,0.0
0,0.0,1,24778,1.697265625,0.2265625,3.0,10,57,6,1204.7109375,331.862579345703,0,1,objects,big,0,1,objects,A,big,EX,O,63,E01,260.552734375,0.0,0.0,0.0
0,0.0,0,24780,2.28515625,0.169921875,4.0,4,20,8,762.086853027344,260.433715820312,0,1,objects,big,0,1,objects,A,big,EX,O,63,E01,260.552734375,0.0,0.0,0.0
0,0.0,0,24787,3.841796875,0.248046875,9.0,13,67,15,1223.18383789062,453.780242919922,0,1,objects,small,0,1,objects,A,big,EX,O,63,E01,260.552734375,0.0,0.0,0.0
0,0.0,0,24861,2.884765625,0.193359375,5.0,5,31,9,857.808227539062,445.1591796875,0,1,objects,small,0,1,objects,A,small,EX,O,66,E01,273.150390625,0.0,0.0,0.0
0,0.0,0,25005,2.1328125,0.23046875,3.0,10,51,8,1078.40319824219,648.453369140625,0,1,objects,big,0,1,faces,A,male,EX,F,71,E01,294.146484375,0.0,0.0,0.0
0,0.0,0,25369,0.6484375,0.23046875,1.0,7,38,3,966.431823730469,286.187072753906,0,1,objects,big,0,1,faces,A,female,EX,F,78,E01,323.541015625,0.0,0.0,0.0
0,1.0,0,25396,0.1328125,0.3984375,1.0,3,20,1,774.414672851562,244.485107421875,0,1,objects,small,1,1,objects,P,small,VS,O,79,E01,327.740234375,1.0,1.0,1.0
0,0.0,1,25451,0.6484375,0.19140625,2.0,6,30,3,849.097106933594,372.857452392578,0,1,objects,small,0,1,faces,A,female,EX,I,81,E01,336.138671875,0.0,0.0,0.0
0,0.0,0,25458,2.90234375,0.283203125,5.0,3,16,10,651.298828125,731.389404296875,0,1,objects,small,0,1,faces,A,female,EX,I,81,E01,336.138671875,0.0,0.0,0.0
0,0.0,0,25461,3.6015625,0.1484375,7.0,10,53,13,1026.37268066406,851.010498046875,0,1,objects,big,0,1,faces,A,female,EX,I,81,E01,336.138671875,0.0,0.0,0.0
0,0.0,0,25534,0.5625,0.1484375,1.0,15,77,2,1321.32800292969,503.843383789062,0,1,objects,small,0,1,objects,A,small,EX,O,84,E01,348.736328125,0.0,0.0,0.0
0,0.0,0,25616,2.83984375,0.123046875,4.0,7,31,7,893.117858886719,447.912475585938,0,1,objects,small,0,1,faces,A,male,EX,F,87,E01,361.333984375,0.0,0.0,0.0
0,0.0,1,25617,3.06640625,0.12890625,5.0,6,16,8,673.766235351562,719.441833496094,0,1,objects,big,0,1,faces,A,male,EX,F,87,E01,361.333984375,0.0,0.0,0.0
0,0.0,0,25651,2.240234375,0.193359375,3.0,14,77,8,1360.52258300781,551.388366699219,0,1,objects,small,0,1,objects,A,big,EX,O,88,E01,365.533203125,0.0,0.0,0.0
0,0.0,0,25950,0.32421875,0.1171875,1.0,5,40,1,973.574951171875,474.864440917969,0,1,objects,small,0,1,faces,A,female,EX,F,99,E01,411.724609375,0.0,0.0,0.0
0,0.0,0,25955,1.267578125,0.171875,3.0,1,4,6,542.641967773438,449.200897216797,0,1,objects,big,0,1,faces,A,female,EX,F,99,E01,411.724609375,0.0,0.0,0.0
0,0.0,1,26008,1.53515625,0.15234375,3.0,15,77,5,1333.30029296875,515.521545410156,0,1,objects,small,0,1,faces,A,female,EX,I,101,E01,420.123046875,0.0,0.0,0.0
0,0.0,0,26010,1.953125,0.25390625,4.0,5,41,7,980.53857421875,545.59521484375,0,1,objects,big,0,1,faces,A,female,EX,I,101,E01,420.123046875,0.0,0.0,0.0
1,0.0,0,26012,2.49609375,0.140625,6.0,1,5,9,571.744384765625,545.193420410156,0,1,objects,small,0,1,faces,A,female,EX,I,101,E01,420.123046875,0.0,0.0,0.0
0,0.0,1,26013,2.71484375,0.228515625,7.0,7,51,10,1047.16687011719,656.310302734375,0,1,objects,big,0,1,faces,A,female,EX,I,101,E01,420.123046875,0.0,0.0,0.0
2,0.0,0,26016,3.580078125,0.16796875,9.0,1,5,13,577.949340820312,552.436889648438,0,1,objects,small,0,1,faces,A,female,EX,I,101,E01,420.123046875,0.0,0.0,0.0
0,1.0,0,26050,0.51953125,0.13671875,1.0,5,22,2,771.73095703125,405.334899902344,0,1,objects,small,1,1,objects,P,big,VS,O,103,E01,428.521484375,1.0,1.0,1.0
0,1.0,0,26051,0.76171875,0.109375,2.0,13,75,3,1386.53735351562,306.834014892578,0,1,objects,big,1,1,objects,P,big,VS,O,103,E01,428.521484375,1.0,1.0,1.0
0,1.0,0,26052,0.900390625,0.216796875,3.0,12,74,4,1374.36694335938,278.625854492188,0,1,objects,small,1,1,objects,P,big,VS,O,103,E01,428.521484375,1.0,1.0,1.0
0,0.0,0,26070,0.267578125,0.123046875,1.0,3,30,2,877.525329589844,336.392028808594,0,1,objects,big,0,1,objects,A,big,EX,O,104,E01,432.720703125,0.0,0.0,0.0
0,0.0,0,26079,2.626953125,0.14453125,6.0,2,22,11,808.597412109375,440.392150878906,0,1,objects,big,0,1,objects,A,big,EX,O,104,E01,432.720703125,0.0,0.0,0.0
0,0.0,0,26082,3.255859375,0.28515625,9.0,6,45,14,986.628112792969,891.821960449219,0,1,objects,big,0,1,objects,A,big,EX,O,104,E01,432.720703125,0.0,0.0,0.0
0,1.0,0,26158,0.478515625,0.26171875,2.0,7,41,2,972.236633300781,492.193206787109,0,1,objects,small,1,1,objects,P,big,VS,O,107,E01,445.318359375,1.0,1.0,1.0
1,0.0,0,26298,0.759765625,0.3046875,2.0,4,21,3,785.321655273438,331.564758300781,0,1,objects,small,0,1,faces,A,male,EX,F,112,E01,466.314453125,0.0,0.0,0.0
2,0.0,0,26300,1.4765625,0.228515625,4.0,4,21,5,773.373474121094,349.145690917969,0,1,objects,small,0,1,faces,A,male,EX,F,112,E01,466.314453125,0.0,0.0,0.0
3,0.0,0,26307,3.341796875,0.212890625,7.0,4,21,12,780.146240234375,345.943328857422,0,1,objects,small,0,1,faces,A,male,EX,F,112,E01,466.314453125,0.0,0.0,0.0
0,0.0,0,26308,3.6171875,0.255859375,8.0,3,3,13,551.936218261719,312.771789550781,0,1,objects,big,0,1,faces,A,male,EX,F,112,E01,466.314453125,0.0,0.0,0.0
0,1.0,0,26428,0.654296875,0.212890625,2.0,1,1,4,564.562438964844,138.441635131836,0,1,objects,big,1,1,objects,P,small,VS,O,117,E01,487.310546875,1.0,1.0,1.0
0,1.0,0,26471,1.431640625,0.345703125,3.0,14,77,5,1405.8720703125,534.388244628906,0,1,objects,small,1,1,objects,P,small,VS,O,119,E01,495.708984375,1.0,1.0,1.0
0,0.0,0,26500,1.00390625,0.236328125,2.0,14,66,4,1302.55700683594,309.435852050781,0,1,objects,small,0,1,objects,A,small,EX,O,120,E01,499.908203125,0.0,0.0,0.0
0,0.0,0,26501,1.283203125,0.466796875,3.0,15,75,5,1344.62280273438,347.939788818359,0,1,objects,small,0,1,objects,A,small,EX,O,120,E01,499.908203125,0.0,0.0,0.0
1,0.0,0,26503,2.037109375,0.171875,4.0,12,50,7,1048.22021484375,517.697387695312,0,1,objects,small,0,1,objects,A,small,EX,O,120,E01,499.908203125,0.0,0.0,0.0
2,0.0,1,26505,3.54296875,0.16015625,5.0,12,50,9,1036.69177246094,495.515716552734,0,1,objects,small,0,1,objects,A,small,EX,O,120,E01,499.908203125,0.0,0.0,0.0
0,0.0,0,26698,3.744140625,0.333984375,8.0,15,77,13,1340.88244628906,557.952392578125,0,1,objects,big,0,1,objects,A,big,EX,O,127,E01,529.302734375,0.0,0.0,0.0
0,1.0,0,26797,1.27734375,0.1171875,1.0,5,26,6,766.709045410156,833.842163085938,0,1,objects,small,1,1,objects,P,big,VS,O,131,E01,546.099609375,1.0,1.0,1.0
0,0.0,1,26843,1.423828125,0.107421875,3.0,9,54,6,1053.912109375,915.380249023438,0,1,objects,small,0,1,faces,A,male,EX,F,133,E01,554.498046875,0.0,0.0,0.0
0,0.0,0,26844,1.630859375,0.369140625,4.0,11,60,7,1158.5146484375,634.451538085938,0,1,objects,big,0,1,faces,A,male,EX,F,133,E01,554.498046875,0.0,0.0,0.0
0,1.0,0,26921,0.705078125,0.349609375,1.0,5,33,3,841.388854980469,664.100463867188,0,1,objects,big,1,1,objects,P,small,VS,O,136,E01,567.095703125,1.0,1.0,1.0
0,1.0,0,26926,2.17578125,0.1640625,4.0,11,68,8,1280.84851074219,577.437438964844,0,1,objects,small,1,1,objects,P,small,VS,O,136,E01,567.095703125,1.0,1.0,1.0
0,0.0,0,26999,1.51953125,0.236328125,4.0,15,75,4,1367.00341796875,358.957092285156,0,1,objects,small,0,1,objects,A,small,EX,O,139,E01,579.693359375,0.0,0.0,0.0
0,0.0,0,27000,1.83203125,0.28125,5.0,5,31,5,856.676330566406,431.594421386719,0,1,objects,small,0,1,objects,A,small,EX,O,139,E01,579.693359375,0.0,0.0,0.0
0,0.0,0,27041,1.57421875,0.21875,5.0,1,6,5,595.821472167969,623.491088867188,0,1,objects,small,0,1,faces,A,male,EX,I,141,E01,588.091796875,0.0,0.0,0.0
0,0.0,0,27044,2.314453125,0.16796875,7.0,7,45,8,1002.68157958984,928.884704589844,0,1,objects,small,0,1,faces,A,male,EX,I,141,E01,588.091796875,0.0,0.0,0.0
0,0.0,0,27046,2.80078125,0.228515625,9.0,9,62,10,1172.43432617188,862.937805175781,0,1,objects,big,0,1,faces,A,male,EX,I,141,E01,588.091796875,0.0,0.0,0.0
0,0.0,1,27047,3.07421875,0.138671875,10.0,15,81,11,1314.39929199219,932.76806640625,0,1,objects,big,0,1,faces,A,male,EX,I,141,E01,588.091796875,0.0,0.0,0.0
0,1.0,0,27137,0.470703125,0.185546875,2.0,8,56,2,1162.59167480469,223.639694213867,0,1,objects,small,1,1,objects,P,small,VS,O,144,E01,600.689453125,1.0,1.0,1.0
0,1.0,0,27430,1.111328125,0.224609375,3.0,9,42,4,933.024841308594,604.525634765625,0,1,objects,small,1,1,objects,P,small,VS,O,149,E01,621.685546875,1.0,1.0,1.0
0,0.0,0,27519,1.568359375,0.19140625,2.0,12,69,6,1291.50427246094,638.723876953125,0,1,objects,small,0,1,objects,A,big,EX,O,152,E01,634.283203125,0.0,0.0,0.0
0,0.0,0,27521,2.171875,0.30859375,4.0,13,71,8,1296.76257324219,813.683044433594,0,1,objects,small,0,1,objects,A,big,EX,O,152,E01,634.283203125,0.0,0.0,0.0
0,0.0,0,27548,2.67578125,0.17578125,7.0,4,26,10,737.960998535156,842.541381835938,0,1,objects,small,0,1,faces,A,male,EX,F,153,E01,638.482421875,0.0,0.0,0.0
0,0.0,0,27553,3.83203125,0.259765625,10.0,1,3,15,577.121948242188,364.258270263672,0,1,objects,big,0,1,faces,A,male,EX,F,153,E01,638.482421875,0.0,0.0,0.0
0,0.0,0,27568,1.599609375,0.2890625,1.0,10,47,2,1062.29077148438,274.716583251953,0,1,objects,big,0,1,faces,A,female,EX,F,154,E01,642.681640625,0.0,0.0,0.0
0,0.0,0,27570,2.169921875,0.291015625,2.0,2,15,4,647.068725585938,642.76171875,0,1,objects,big,0,1,faces,A,female,EX,F,154,E01,642.681640625,0.0,0.0,0.0
0,0.0,0,27575,3.853515625,0.19140625,5.0,12,58,9,1162.41455078125,459.142578125,0,1,objects,big,0,1,faces,A,female,EX,F,154,E01,642.681640625,0.0,0.0,0.0
0,0.0,0,27803,0.615234375,0.2421875,1.0,3,29,3,875.729370117188,210.598617553711,0,1,objects,big,0,1,faces,A,male,EX,I,163,E01,680.474609375,0.0,0.0,0.0
0,0.0,0,27809,2.201171875,0.34765625,4.0,6,43,9,948.395874023438,724.084289550781,0,1,objects,big,0,1,faces,A,male,EX,I,163,E01,680.474609375,0.0,0.0,0.0
0,0.0,1,27811,2.927734375,0.302734375,6.0,15,79,11,1384.54626464844,722.459350585938,0,1,objects,small,0,1,faces,A,male,EX,I,163,E01,680.474609375,0.0,0.0,0.0
0,0.0,0,27940,1.076171875,0.2421875,1.0,12,66,5,1261.06994628906,318.828704833984,0,1,objects,big,0,1,faces,A,female,EX,I,168,E01,701.470703125,0.0,0.0,0.0
0,0.0,0,27943,1.935546875,0.240234375,3.0,13,67,8,1228.17822265625,429.860229492188,0,1,objects,big,0,1,faces,A,female,EX,I,168,E01,701.470703125,0.0,0.0,0.0
0,0.0,0,27946,2.787109375,0.158203125,5.0,2,7,11,610.463134765625,780.210144042969,0,1,objects,small,0,1,faces,A,female,EX,I,168,E01,701.470703125,0.0,0.0,0.0
0,0.0,1,27984,1.556640625,0.146484375,4.0,13,76,8,1362.09460449219,401.956817626953,0,1,objects,small,0,1,faces,A,male,EX,F,170,E01,709.869140625,0.0,0.0,0.0
0,0.0,0,27989,2.5859375,0.228515625,6.0,2,8,13,562.5654296875,839.481262207031,0,1,objects,big,0,1,faces,A,male,EX,F,170,E01,709.869140625,0.0,0.0,0.0
0,1.0,0,28205,1.611328125,0.12890625,6.0,11,52,8,1010.17034912109,723.722290039062,0,1,objects,big,1,1,objects,P,small,VS,O,178,E01,743.462890625,1.0,1.0,1.0
0,1.0,0,28206,1.8046875,0.17578125,7.0,6,35,9,820.063903808594,821.923706054688,0,1,objects,small,1,1,objects,P,small,VS,O,178,E01,743.462890625,1.0,1.0,1.0
0,1.0,0,28207,2.021484375,0.373046875,8.0,7,36,10,850.147338867188,925.976013183594,0,1,objects,big,1,1,objects,P,small,VS,O,178,E01,743.462890625,1.0,1.0,1.0
0,0.0,0,28450,1.705078125,0.28125,4.0,5,15,6,639.080749511719,677.728698730469,0,1,objects,big,0,1,faces,A,male,EX,I,187,E01,781.255859375,0.0,0.0,0.0
0,0.0,0,28451,2.05859375,0.228515625,5.0,6,18,7,626.757019042969,935.654052734375,0,1,objects,big,0,1,faces,A,male,EX,I,187,E01,781.255859375,0.0,0.0,0.0
0,0.0,0,28453,2.5234375,0.228515625,6.0,11,62,9,1165.1123046875,856.295288085938,0,1,objects,small,0,1,faces,A,male,EX,I,187,E01,781.255859375,0.0,0.0,0.0
0,0.0,0,28478,1.1953125,0.173828125,3.0,5,21,6,715.604370117188,381.838653564453,0,1,objects,small,0,1,objects,A,big,EX,O,188,E01,785.455078125,0.0,0.0,0.0
0,0.0,0,28483,2.169921875,0.126953125,5.0,8,52,11,1063.25671386719,717.450744628906,0,1,objects,big,0,1,objects,A,big,EX,O,188,E01,785.455078125,0.0,0.0,0.0
0,1.0,0,28500,0.484375,0.166015625,1.0,3,21,2,766.919677734375,315.666015625,0,1,objects,small,1,1,objects,P,big,VS,O,189,E01,789.654296875,1.0,1.0,1.0
0,1.0,0,28504,1.435546875,0.15234375,3.0,6,33,6,908.925903320312,672.710693359375,0,1,objects,small,1,1,objects,P,big,VS,O,189,E01,789.654296875,1.0,1.0,1.0
0,1.0,0,28505,1.662109375,0.201171875,4.0,10,53,7,1050.01611328125,837.261840820312,0,1,objects,small,1,1,objects,P,big,VS,O,189,E01,789.654296875,1.0,1.0,1.0
0,0.0,1,28584,2.35546875,0.17578125,6.0,15,78,8,1312.53527832031,622.048889160156,0,1,objects,big,0,1,faces,A,female,EX,I,192,E01,802.251953125,0.0,0.0,0.0
0,0.0,0,28586,3.15625,0.232421875,7.0,14,77,10,1408.52380371094,565.120544433594,0,1,objects,big,0,1,faces,A,female,EX,I,192,E01,802.251953125,0.0,0.0,0.0
0,0.0,0,28711,1.08984375,0.150390625,3.0,6,47,3,1052.31188964844,209.767486572266,0,1,objects,big,0,1,faces,A,male,EX,I,197,E01,823.248046875,0.0,0.0,0.0
0,0.0,0,28787,2.298828125,0.1171875,4.0,5,13,7,696.578369140625,432.386566162109,0,1,objects,big,0,1,faces,A,female,EX,I,200,E01,835.845703125,0.0,0.0,0.0
0,0.0,0,28816,1.419921875,0.2578125,2.0,5,21,6,745.341064453125,329.146453857422,0,1,objects,small,0,1,faces,A,female,EX,F,201,E01,840.044921875,0.0,0.0,0.0
0,0.0,0,29017,1.728515625,0.373046875,3.0,2,13,8,641.144470214844,441.627532958984,0,1,objects,small,0,1,faces,A,male,EX,F,209,E01,873.638671875,0.0,0.0,0.0
0,0.0,0,29023,3.17578125,0.177734375,6.0,11,51,14,1066.07043457031,633.236633300781,0,1,objects,small,0,1,faces,A,male,EX,F,209,E01,873.638671875,0.0,0.0,0.0
