refix,pretarget,multifix,urevent,tonset,dur_added,rank,first_rank,stposrel,stposabs,n,x,y,istarget,isdistractor,distractor_cat,ditractor_atr,trial_targetseen,trial_correct,trial_cat,trial_resp,trial_atr,trial_type,trial_cattype,trial_number,trial_subject,trial_bgn_latency
0,1,1,23569,0.26953125,0.107421875,1,1,8,29,2,819.449829101562,246.919174194336,0,1,objects,big,0,0,faces,A,female,VS,I,1,E12,0.201171875
1,1,0,23571,0.64453125,0.408203125,2,1,10,37,4,950.28515625,126.268531799316,0,1,faces,female,0,0,faces,A,female,VS,I,1,E12,0.201171875
0,1,0,23572,1.13671875,0.138671875,3,1,2,4,5,594.526000976562,463.024200439453,0,1,objects,small,0,0,faces,A,female,VS,I,1,E12,0.201171875
0,1,0,23573,1.298828125,0.134765625,4,1,4,13,6,632.006652832031,446.062103271484,0,1,objects,big,0,0,faces,A,female,VS,I,1,E12,0.201171875
0,1,1,23574,1.501953125,0.11328125,5,0,9,33,7,831.97119140625,622.359313964844,0,1,faces,female,0,0,faces,A,female,VS,I,1,E12,0.201171875
2,1,1,23577,2.2734375,0.12890625,6,0,10,37,10,967.640563964844,127.238960266113,0,1,faces,female,0,0,faces,A,female,VS,I,1,E12,0.201171875
1,1,0,23579,3.36328125,0.201171875,7,0,5,14,12,649.051330566406,579.443725585938,0,1,faces,female,0,0,faces,A,female,VS,I,1,E12,0.201171875
0,1,1,23581,3.7265625,0.154296875,8,0,6,15,14,657.843688964844,594.358032226562,0,1,faces,male,0,0,faces,A,female,VS,I,1,E12,0.201171875
2,1,0,23582,3.9765625,0.3671875,9,0,5,14,15,638.057739257812,536.16064453125,0,1,faces,female,0,0,faces,A,female,VS,I,1,E12,0.201171875
0,1,0,23602,0.21875,0.1328125,1,1,6,42,1,983.305236816406,603.583068847656,0,1,faces,female,1,1,objects,P,big,VS,O,2,E12,4.400390625
1,1,0,23603,0.375,0.1328125,2,1,5,41,2,950.95361328125,572.575927734375,0,1,faces,male,1,1,objects,P,big,VS,O,2,E12,4.400390625
0,1,0,23605,0.716796875,0.1171875,3,1,2,10,4,626.920715332031,130.689559936523,0,1,faces,male,1,1,objects,P,big,VS,O,2,E12,4.400390625
0,1,0,23607,1.037109375,0.203125,4,1,1,5,6,542.168212890625,535.508850097656,0,1,objects,big,1,1,objects,P,big,VS,O,2,E12,4.400390625
0,1,0,23608,1.3125,0.291015625,5,0,3,25,7,768.621398925781,745.078674316406,0,1,objects,small,1,1,objects,P,big,VS,O,2,E12,4.400390625
0,1,1,23609,1.6875,0.109375,6,0,15,80,8,1330.06359863281,816.8525390625,0,1,objects,big,1,1,objects,P,big,VS,O,2,E12,4.400390625
0,1,0,23612,2.380859375,0.146484375,7,0,13,66,11,1255.697265625,332.087005615234,0,1,objects,small,1,1,objects,P,big,VS,O,2,E12,4.400390625
