refix,pretarget,multifix,urevent,tonset,dur_added,rank,stposrel,stposabs,n,x,y,istarget,isdistractor,distractor_cat,ditractor_atr,trial_targetseen,trial_correct,trial_cat,trial_resp,trial_atr,trial_type,trial_cattype,trial_number,trial_subject,trial_bgn_latency,VSNT_EX,VSNT_EX_correct,VSeasy_EXobj_correct
0,1.0,0,29225,0.404296875,0.1875,1.0,8,25,2,733.734375,771.466003417969,0,1,objects,small,1,1,faces,P,female,VS,I,187,E05,781.255859375,1.0,1.0,1.0
0,1.0,0,29230,1.46484375,0.1171875,3.0,7,22,7,747.546813964844,425.703155517578,0,1,objects,big,1,1,faces,P,female,VS,I,187,E05,781.255859375,1.0,1.0,1.0
0,1.0,0,29283,0.392578125,0.11328125,2.0,6,33,2,865.376770019531,655.544067382812,0,1,objects,small,1,1,faces,P,female,VS,I,189,E05,789.654296875,1.0,1.0,1.0
0,0.0,0,29319,1.43359375,0.78515625,5.0,1,1,6,539.791259765625,175.334243774414,0,1,objects,big,0,1,faces,A,female,EX,I,190,E05,793.853515625,0.0,0.0,0.0
0,0.0,1,29320,2.287109375,0.28125,6.0,8,38,7,962.869689941406,192.699081420898,0,1,objects,big,0,1,faces,A,female,EX,I,190,E05,793.853515625,0.0,0.0,0.0
0,0.0,1,29324,3.65625,0.11328125,8.0,11,58,11,1188.95129394531,483.108428955078,0,1,objects,small,0,1,faces,A,female,EX,I,190,E05,793.853515625,0.0,0.0,0.0
0,0.0,1,29408,1.51953125,0.203125,4.0,15,70,8,1265.18969726562,778.289611816406,0,1,objects,big,0,1,objects,A,big,EX,O,193,E05,806.451171875,0.0,0.0,0.0
0,0.0,0,29412,2.396484375,0.2265625,6.0,8,44,12,940.813903808594,870.734985351562,0,1,objects,small,0,1,objects,A,big,EX,O,193,E05,806.451171875,0.0,0.0,0.0
0,0.0,0,29557,1.966796875,0.212890625,1.0,8,39,9,921.832153320312,327.731292724609,0,1,objects,small,0,1,faces,A,male,EX,I,198,E05,827.447265625,0.0,0.0,0.0
0,0.0,0,29559,2.484375,0.564453125,2.0,10,57,11,1114.15551757812,325.810821533203,0,1,objects,big,0,1,faces,A,male,EX,I,198,E05,827.447265625,0.0,0.0,0.0
0,0.0,0,29676,2.615234375,0.525390625,2.0,14,69,9,1215.72180175781,636.509765625,0,1,objects,small,0,1,faces,A,male,EX,F,202,E05,844.244140625,0.0,0.0,0.0
0,1.0,0,29791,0.216796875,0.1484375,1.0,3,23,1,780.665893554688,557.246398925781,0,1,objects,big,1,1,faces,P,female,VS,I,207,E05,865.240234375,1.0,1.0,1.0
0,1.0,0,29793,0.705078125,0.27734375,3.0,5,39,3,994.338134765625,332.347351074219,0,1,objects,big,1,1,faces,P,female,VS,I,207,E05,865.240234375,1.0,1.0,1.0
0,0.0,0,30025,1.77734375,0.279296875,2.0,12,66,7,1210.00256347656,355.480346679688,0,1,objects,big,0,1,faces,A,female,EX,I,215,E05,898.833984375,0.0,0.0,0.0
0,0.0,0,23643,0.791015625,0.244140625,1.0,4,12,4,642.138610839844,315.544494628906,0,1,objects,big,0,1,faces,A,female,EX,F,3,E12,8.599609375,0.0,0.0,0.0
0,0.0,1,23656,3.62109375,0.4140625,7.0,2,5,17,534.980407714844,529.705505371094,0,1,objects,small,0,1,faces,A,female,EX,F,3,E12,8.599609375,0.0,0.0,0.0
0,0.0,1,23711,0.876953125,0.404296875,3.0,3,19,4,722.609252929688,134.368423461914,0,1,objects,big,0,1,faces,A,male,EX,F,5,E12,16.998046875,0.0,0.0,0.0
0,0.0,1,23713,1.646484375,0.1796875,4.0,15,75,6,1342.4599609375,346.178497314453,0,1,objects,big,0,1,faces,A,male,EX,F,5,E12,16.998046875,0.0,0.0,0.0
0,0.0,1,23722,3.732421875,0.109375,10.0,2,13,15,680.713012695312,415.07568359375,0,1,objects,small,0,1,faces,A,male,EX,F,5,E12,16.998046875,0.0,0.0,0.0
0,1.0,0,23908,0.474609375,0.1015625,1.0,5,32,2,847.566345214844,544.966064453125,0,1,objects,big,1,1,faces,P,female,VS,I,11,E12,42.193359375,1.0,1.0,1.0
0,0.0,0,24044,3.427734375,0.1484375,10.0,9,42,14,919.468627929688,650.24169921875,0,1,objects,small,0,1,objects,A,small,EX,O,15,E12,58.990234375,0.0,0.0,0.0
0,0.0,0,24045,3.62109375,0.16796875,11.0,8,33,15,847.650451660156,636.4697265625,0,1,objects,big,0,1,objects,A,small,EX,O,15,E12,58.990234375,0.0,0.0,0.0
0,0.0,0,24046,3.84375,0.177734375,12.0,10,52,16,1032.96923828125,736.025268554688,0,1,objects,small,0,1,objects,A,small,EX,O,15,E12,58.990234375,0.0,0.0,0.0
0,1.0,0,24152,1.33203125,0.189453125,2.0,4,31,6,830.2451171875,465.251403808594,0,1,objects,small,1,1,faces,P,female,VS,F,19,E12,75.787109375,1.0,1.0,1.0
1,0.0,1,24303,0.240234375,0.111328125,1.0,4,32,1,887.362243652344,552.099426269531,0,1,objects,big,0,1,faces,A,female,EX,I,24,E12,96.783203125,0.0,0.0,0.0
0,0.0,0,24307,0.953125,0.166015625,3.0,7,37,5,968.874877929688,116.49129486084,0,1,objects,small,0,1,faces,A,female,EX,I,24,E12,96.783203125,0.0,0.0,0.0
0,0.0,0,24312,2.005859375,0.171875,6.0,15,81,10,1331.06298828125,921.415771484375,0,1,objects,big,0,1,faces,A,female,EX,I,24,E12,96.783203125,0.0,0.0,0.0
2,0.0,1,24319,3.560546875,0.134765625,10.0,4,32,17,827.545654296875,560.377563476562,0,1,objects,big,0,1,faces,A,female,EX,I,24,E12,96.783203125,0.0,0.0,0.0
0,0.0,1,24755,1.330078125,0.119140625,4.0,11,48,6,1065.21533203125,342.155548095703,0,1,objects,small,0,1,faces,A,female,EX,F,38,E12,155.572265625,0.0,0.0,0.0
0,0.0,1,24759,2.466796875,0.158203125,7.0,3,7,10,538.277893066406,733.438232421875,0,1,objects,big,0,1,faces,A,female,EX,F,38,E12,155.572265625,0.0,0.0,0.0
0,1.0,0,24782,0.703125,0.14453125,2.0,5,28,4,857.823974609375,158.98974609375,0,1,objects,big,1,1,faces,P,female,VS,I,39,E12,159.771484375,1.0,1.0,1.0
0,1.0,0,24788,2.037109375,0.134765625,6.0,11,62,10,1183.21118164062,842.55908203125,0,1,objects,big,1,1,faces,P,female,VS,I,39,E12,159.771484375,1.0,1.0,1.0
0,1.0,0,24890,2.607421875,0.185546875,8.0,1,1,13,527.343811035156,109.819625854492,0,1,objects,big,1,1,faces,P,female,VS,I,42,E12,172.369140625,1.0,1.0,1.0
0,1.0,0,24916,2.30078125,0.115234375,7.0,7,38,10,957.2373046875,236.585952758789,0,1,objects,small,1,1,faces,P,female,VS,F,43,E12,176.568359375,1.0,1.0,1.0
0,0.0,0,24970,2.240234375,0.216796875,7.0,9,55,11,1154.99877929688,142.749526977539,0,1,objects,big,0,1,faces,A,male,EX,F,45,E12,184.966796875,0.0,0.0,0.0
0,0.0,0,24971,2.525390625,0.15234375,8.0,14,73,12,1361.10083007812,125.399887084961,0,1,objects,big,0,1,faces,A,male,EX,F,45,E12,184.966796875,0.0,0.0,0.0
0,0.0,0,25014,0.40625,0.267578125,1.0,3,12,2,653.051696777344,312.579650878906,0,1,objects,small,0,1,faces,A,male,EX,I,47,E12,193.365234375,0.0,0.0,0.0
0,0.0,1,25015,0.75,0.15234375,2.0,8,47,3,1070.28503417969,194.364227294922,0,1,objects,big,0,1,faces,A,male,EX,I,47,E12,193.365234375,0.0,0.0,0.0
0,1.0,0,25046,1.40625,0.1328125,3.0,6,36,8,838.085998535156,916.590270996094,0,1,objects,big,1,1,faces,P,male,VS,I,48,E12,197.564453125,1.0,1.0,1.0
0,0.0,1,25110,0.693359375,0.16796875,2.0,1,11,4,638.333435058594,201.276214599609,0,1,objects,small,0,1,faces,A,female,EX,F,51,E12,210.162109375,0.0,0.0,0.0
1,0.0,0,25284,0.2890625,0.208984375,1.0,6,30,2,842.237243652344,376.277160644531,0,1,objects,small,0,1,faces,A,female,EX,I,57,E12,235.357421875,0.0,0.0,0.0
2,0.0,0,25287,1.111328125,0.328125,2.0,6,30,5,821.033203125,336.815246582031,0,1,objects,small,0,1,faces,A,female,EX,I,57,E12,235.357421875,0.0,0.0,0.0
3,0.0,0,25290,2.177734375,0.126953125,4.0,6,30,8,901.795837402344,374.644409179688,0,1,objects,small,0,1,faces,A,female,EX,I,57,E12,235.357421875,0.0,0.0,0.0
1,0.0,0,25441,0.30859375,0.169921875,1.0,10,39,1,911.838623046875,343.682952880859,0,1,objects,small,0,1,faces,A,male,EX,I,62,E12,256.353515625,0.0,0.0,0.0
2,0.0,0,25446,1.4140625,0.2421875,4.0,10,39,6,927.910766601562,318.316467285156,0,1,objects,small,0,1,faces,A,male,EX,I,62,E12,256.353515625,0.0,0.0,0.0
1,0.0,0,25447,1.72265625,0.220703125,5.0,11,56,7,1128.36022949219,245.552551269531,0,1,objects,big,0,1,faces,A,male,EX,I,62,E12,256.353515625,0.0,0.0,0.0
3,0.0,0,25448,2.01171875,0.537109375,6.0,10,39,8,940.712890625,328.108825683594,0,1,objects,small,0,1,faces,A,male,EX,I,62,E12,256.353515625,0.0,0.0,0.0
2,0.0,1,25450,3.03125,0.14453125,8.0,11,56,10,1194.7412109375,233.419158935547,0,1,objects,big,0,1,faces,A,male,EX,I,62,E12,256.353515625,0.0,0.0,0.0
0,0.0,0,25452,3.52734375,0.287109375,9.0,13,65,12,1251.71704101562,229.504089355469,0,1,objects,big,0,1,faces,A,male,EX,I,62,E12,256.353515625,0.0,0.0,0.0
0,0.0,1,25555,0.548828125,0.185546875,1.0,6,37,2,911.921630859375,125.588272094727,0,1,objects,small,0,1,objects,A,small,EX,O,66,E12,273.150390625,0.0,0.0,0.0
0,0.0,0,25562,2.287109375,0.353515625,4.0,5,31,9,855.745666503906,416.076568603516,0,1,objects,small,0,1,objects,A,small,EX,O,66,E12,273.150390625,0.0,0.0,0.0
0,0.0,0,25565,3.033203125,0.548828125,5.0,3,15,12,649.828735351562,628.307678222656,0,1,objects,big,0,1,objects,A,small,EX,O,66,E12,273.150390625,0.0,0.0,0.0
1,0.0,1,25704,1.23828125,0.48046875,2.0,8,33,3,869.020385742188,621.132751464844,0,1,objects,small,0,1,faces,A,male,EX,F,71,E12,294.146484375,0.0,0.0,0.0
2,0.0,0,25708,3.09375,0.107421875,3.0,8,33,7,868.665649414062,608.427978515625,0,1,objects,small,0,1,faces,A,male,EX,F,71,E12,294.146484375,0.0,0.0,0.0
0,0.0,0,25709,3.263671875,0.390625,4.0,10,51,8,1059.22082519531,687.548278808594,0,1,objects,big,0,1,faces,A,male,EX,F,71,E12,294.146484375,0.0,0.0,0.0
0,0.0,0,25710,3.68359375,0.58203125,5.0,11,52,9,1063.55419921875,700.287780761719,0,1,objects,small,0,1,faces,A,male,EX,F,71,E12,294.146484375,0.0,0.0,0.0
0,0.0,0,26117,0.21875,0.138671875,1.0,5,22,1,738.332214355469,425.825775146484,0,1,objects,big,0,1,faces,A,female,EX,F,78,E12,323.541015625,0.0,0.0,0.0
0,0.0,1,26280,0.71875,0.173828125,2.0,15,77,3,1334.30920410156,496.022857666016,0,1,objects,small,0,1,objects,A,small,EX,O,84,E12,348.736328125,0.0,0.0,0.0
0,0.0,1,26372,2.705078125,0.109375,3.0,11,53,8,1067.13623046875,804.92041015625,0,1,objects,big,0,1,faces,A,male,EX,F,87,E12,361.333984375,0.0,0.0,0.0
0,1.0,0,26626,1.80078125,0.166015625,6.0,5,43,9,965.388122558594,783.475158691406,0,1,objects,big,1,1,faces,P,female,VS,I,96,E12,399.126953125,1.0,1.0,1.0
0,1.0,0,26696,1.009765625,0.1015625,3.0,11,73,6,1330.80480957031,111.191352844238,0,1,objects,big,1,1,faces,P,male,VS,F,98,E12,407.525390625,1.0,1.0,1.0
0,0.0,0,26731,0.34375,0.2109375,1.0,8,48,2,1015.43865966797,339.009490966797,0,1,objects,small,0,1,faces,A,female,EX,F,99,E12,411.724609375,0.0,0.0,0.0
0,0.0,0,26733,0.78125,0.216796875,2.0,1,4,4,522.561706542969,402.534790039062,0,1,objects,big,0,1,faces,A,female,EX,F,99,E12,411.724609375,0.0,0.0,0.0
1,0.0,1,26736,1.908203125,0.408203125,4.0,5,40,7,948.69970703125,412.751678466797,0,1,objects,small,0,1,faces,A,female,EX,F,99,E12,411.724609375,0.0,0.0,0.0
0,0.0,0,26738,2.578125,0.12890625,5.0,6,41,9,950.335754394531,503.439147949219,0,1,objects,small,0,1,faces,A,female,EX,F,99,E12,411.724609375,0.0,0.0,0.0
2,0.0,0,26739,3.23828125,0.32421875,6.0,5,40,10,947.538208007812,425.494873046875,0,1,objects,small,0,1,faces,A,female,EX,F,99,E12,411.724609375,0.0,0.0,0.0
0,1.0,1,26763,0.271484375,0.115234375,1.0,6,40,2,1000.62573242188,484.361999511719,0,1,objects,big,1,1,faces,P,male,VS,F,100,E12,415.923828125,1.0,1.0,1.0
0,0.0,0,26804,2.275390625,0.66015625,4.0,5,41,8,948.398498535156,516.568908691406,0,1,objects,big,0,1,faces,A,female,EX,I,101,E12,420.123046875,0.0,0.0,0.0
0,0.0,0,26805,2.98828125,0.357421875,5.0,7,51,9,1066.89868164062,622.54296875,0,1,objects,big,0,1,faces,A,female,EX,I,101,E12,420.123046875,0.0,0.0,0.0
0,0.0,1,27150,1.265625,0.54296875,1.0,4,21,2,732.746643066406,308.0849609375,0,1,objects,small,0,1,faces,A,male,EX,F,112,E12,466.314453125,0.0,0.0,0.0
0,0.0,0,27152,2.38671875,0.28125,2.0,5,30,4,825.281433105469,296.61083984375,0,1,objects,small,0,1,faces,A,male,EX,F,112,E12,466.314453125,0.0,0.0,0.0
0,0.0,0,27153,2.71875,0.5703125,3.0,6,40,5,945.700012207031,395.304504394531,0,1,objects,big,0,1,faces,A,male,EX,F,112,E12,466.314453125,0.0,0.0,0.0
0,0.0,0,27177,0.25,0.123046875,1.0,6,51,1,1040.03527832031,658.13818359375,0,1,objects,small,0,1,faces,A,male,EX,I,113,E12,470.513671875,0.0,0.0,0.0
0,0.0,0,27181,1.1640625,0.22265625,3.0,11,65,5,1265.19750976562,236.961944580078,0,1,objects,big,0,1,faces,A,male,EX,I,113,E12,470.513671875,0.0,0.0,0.0
0,0.0,0,27445,0.2265625,0.103515625,1.0,6,34,1,843.744995117188,701.375427246094,0,1,objects,big,0,1,objects,A,small,EX,O,120,E12,499.908203125,0.0,0.0,0.0
0,0.0,0,27449,1.0625,0.126953125,4.0,14,66,5,1278.32153320312,320.373077392578,0,1,objects,small,0,1,objects,A,small,EX,O,120,E12,499.908203125,0.0,0.0,0.0
0,0.0,1,27450,1.23046875,0.232421875,5.0,15,75,6,1353.74719238281,339.453948974609,0,1,objects,small,0,1,objects,A,small,EX,O,120,E12,499.908203125,0.0,0.0,0.0
0,0.0,0,27510,0.60546875,0.15625,2.0,1,10,3,685.806213378906,168.30256652832,0,1,objects,big,0,1,faces,A,female,EX,F,122,E12,508.306640625,0.0,0.0,0.0
0,1.0,0,27607,0.4140625,0.171875,1.0,9,50,2,1009.74780273438,501.400573730469,0,1,objects,small,1,1,faces,P,female,VS,F,125,E12,520.904296875,1.0,1.0,1.0
0,1.0,0,27608,0.662109375,0.15234375,2.0,6,23,3,750.207580566406,524.042358398438,0,1,objects,big,1,1,faces,P,female,VS,F,125,E12,520.904296875,1.0,1.0,1.0
0,1.0,0,27609,0.869140625,0.12890625,3.0,3,15,4,665.4091796875,674.067138671875,0,1,objects,small,1,1,faces,P,female,VS,F,125,E12,520.904296875,1.0,1.0,1.0
0,1.0,0,27675,1.701171875,0.1640625,6.0,1,3,8,563.546569824219,382.540466308594,0,1,objects,small,1,1,faces,P,female,VS,F,128,E12,533.501953125,1.0,1.0,1.0
0,0.0,0,27811,2.0,0.6953125,4.0,11,60,9,1163.27612304688,638.187072753906,0,1,objects,big,0,1,faces,A,male,EX,F,133,E12,554.498046875,0.0,0.0,0.0
0,1.0,0,27872,0.326171875,0.119140625,1.0,6,39,1,922.500183105469,325.034393310547,0,1,objects,big,1,1,faces,P,male,VS,F,135,E12,562.896484375,1.0,1.0,1.0
0,0.0,0,27949,0.4765625,0.119140625,1.0,4,19,2,730.328430175781,190.316345214844,0,1,objects,small,0,1,faces,A,female,EX,I,138,E12,575.494140625,0.0,0.0,0.0
1,0.0,0,27953,1.251953125,0.224609375,4.0,8,39,6,985.182800292969,316.163177490234,0,1,objects,small,0,1,faces,A,female,EX,I,138,E12,575.494140625,0.0,0.0,0.0
0,0.0,0,27956,1.986328125,0.1796875,6.0,11,59,9,1186.06323242188,520.187622070312,0,1,objects,big,0,1,faces,A,female,EX,I,138,E12,575.494140625,0.0,0.0,0.0
2,0.0,0,27963,3.75,0.115234375,10.0,8,39,16,986.523193359375,368.280426025391,0,1,objects,small,0,1,faces,A,female,EX,I,138,E12,575.494140625,0.0,0.0,0.0
0,0.0,0,27982,0.4296875,0.107421875,1.0,5,31,3,862.831909179688,402.909271240234,0,1,objects,small,0,1,objects,A,small,EX,O,139,E12,579.693359375,0.0,0.0,0.0
0,0.0,1,27991,2.25,0.130859375,6.0,2,7,12,577.23046875,693.651977539062,0,1,objects,big,0,1,objects,A,small,EX,O,139,E12,579.693359375,0.0,0.0,0.0
0,1.0,0,28537,2.4609375,0.154296875,7.0,13,58,12,1157.6123046875,394.192657470703,0,1,objects,big,1,1,faces,P,female,VS,I,151,E12,630.083984375,1.0,1.0,1.0
1,0.0,0,28578,0.861328125,0.17578125,2.0,4,26,4,733.839416503906,820.304870605469,0,1,objects,small,0,1,faces,A,male,EX,F,153,E12,638.482421875,0.0,0.0,0.0
2,0.0,1,28588,3.30078125,0.1328125,8.0,4,26,14,719.406372070312,829.35107421875,0,1,objects,small,0,1,faces,A,male,EX,F,153,E12,638.482421875,0.0,0.0,0.0
0,0.0,0,28606,0.7109375,0.123046875,3.0,10,47,3,1101.86975097656,231.173706054688,0,1,objects,big,0,1,faces,A,female,EX,F,154,E12,642.681640625,0.0,0.0,0.0
0,0.0,0,29313,1.0859375,0.11328125,2.0,13,67,6,1213.265625,472.118225097656,0,1,objects,big,0,1,faces,A,female,EX,I,168,E12,701.470703125,0.0,0.0,0.0
0,0.0,0,29314,1.255859375,0.10546875,3.0,10,59,7,1176.05090332031,517.010498046875,0,1,objects,small,0,1,faces,A,female,EX,I,168,E12,701.470703125,0.0,0.0,0.0
1,0.0,1,29406,1.5859375,0.24609375,1.0,4,31,7,861.305114746094,439.791778564453,0,1,objects,small,0,1,faces,A,male,EX,F,170,E12,709.869140625,0.0,0.0,0.0
2,0.0,1,29409,2.119140625,0.1796875,2.0,4,31,10,869.783142089844,451.253387451172,0,1,objects,small,0,1,faces,A,male,EX,F,170,E12,709.869140625,0.0,0.0,0.0
3,0.0,1,29417,3.384765625,0.154296875,3.0,4,31,18,847.716247558594,461.971282958984,0,1,objects,small,0,1,faces,A,male,EX,F,170,E12,709.869140625,0.0,0.0,0.0
0,0.0,0,29904,1.453125,0.23046875,1.0,5,15,6,650.487426757812,666.21484375,0,1,objects,big,0,1,faces,A,male,EX,I,187,E12,781.255859375,0.0,0.0,0.0
0,0.0,0,30153,0.228515625,0.130859375,1.0,5,40,1,1010.29327392578,484.617370605469,0,1,objects,small,0,1,faces,A,male,EX,I,197,E12,823.248046875,0.0,0.0,0.0
0,0.0,1,30155,0.59765625,0.1328125,2.0,2,19,3,778.766967773438,156.270034790039,0,1,objects,small,0,1,faces,A,male,EX,I,197,E12,823.248046875,0.0,0.0,0.0
0,0.0,1,30162,2.193359375,0.125,7.0,6,47,10,1079.814453125,225.044235229492,0,1,objects,big,0,1,faces,A,male,EX,I,197,E12,823.248046875,0.0,0.0,0.0
0,1.0,0,30210,1.337890625,0.1875,3.0,1,2,7,602.614807128906,212.445510864258,0,1,objects,small,1,1,faces,P,male,VS,I,199,E12,831.646484375,1.0,1.0,1.0
0,1.0,0,30211,1.623046875,0.263671875,4.0,14,65,8,1255.62426757812,232.691513061523,0,1,objects,big,1,1,faces,P,male,VS,I,199,E12,831.646484375,1.0,1.0,1.0
0,1.0,0,30213,2.15625,0.126953125,5.0,12,45,10,940.306640625,907.762329101562,0,1,objects,big,1,1,faces,P,male,VS,I,199,E12,831.646484375,1.0,1.0,1.0
0,0.0,0,30228,0.265625,0.220703125,1.0,10,49,1,1078.541015625,488.087646484375,0,1,objects,big,0,1,faces,A,female,EX,I,200,E12,835.845703125,0.0,0.0,0.0
0,0.0,0,30256,3.298828125,0.189453125,4.0,5,21,8,748.956726074219,321.6552734375,0,1,objects,small,0,1,faces,A,female,EX,F,201,E12,840.044921875,0.0,0.0,0.0
0,1.0,0,30303,1.142578125,0.13671875,4.0,14,70,6,1251.22229003906,707.733947753906,0,1,objects,small,1,1,faces,P,female,VS,F,203,E12,848.443359375,1.0,1.0,1.0
0,0.0,0,30640,0.259765625,0.12109375,1.0,8,39,2,986.355041503906,352.354064941406,0,1,objects,small,0,1,objects,A,big,EX,O,213,E12,890.435546875,0.0,0.0,0.0
0,0.0,0,24846,1.14453125,0.228515625,2.0,9,38,6,943.135681152344,271.312774658203,0,1,objects,small,0,1,faces,A,male,EX,F,5,E14,16.998046875,0.0,0.0,0.0
0,0.0,1,24847,1.443359375,0.12109375,3.0,13,69,7,1250.5673828125,593.582275390625,0,1,objects,small,0,1,faces,A,male,EX,F,5,E14,16.998046875,0.0,0.0,0.0
0,0.0,1,24852,2.43359375,0.103515625,6.0,2,13,12,657.965454101562,483.088012695312,0,1,objects,small,0,1,faces,A,male,EX,F,5,E14,16.998046875,0.0,0.0,0.0
0,0.0,0,24988,2.837890625,0.197265625,6.0,12,68,12,1242.5224609375,575.065307617188,0,1,objects,big,0,1,faces,A,male,EX,I,9,E14,33.794921875,0.0,0.0,0.0
0,0.0,0,24992,3.763671875,0.189453125,8.0,10,62,16,1172.06323242188,859.941833496094,0,1,objects,small,0,1,faces,A,male,EX,I,9,E14,33.794921875,0.0,0.0,0.0
0,1.0,0,25310,0.7578125,0.109375,2.0,7,45,3,997.30517578125,964.295227050781,0,1,objects,big,1,1,faces,P,female,VS,F,19,E14,75.787109375,1.0,1.0,1.0
1,1.0,0,25583,0.625,0.154296875,1.0,14,75,3,1328.6220703125,322.940948486328,0,1,objects,big,1,1,faces,P,male,VS,I,29,E14,117.779296875,1.0,1.0,1.0
0,0.0,0,25834,0.654296875,0.4140625,2.0,9,47,5,1034.9716796875,215.648849487305,0,1,objects,big,0,1,objects,A,small,EX,O,37,E14,151.373046875,0.0,0.0,0.0
0,0.0,1,25839,2.11328125,0.103515625,5.0,5,24,10,726.018798828125,669.328430175781,0,1,objects,small,0,1,objects,A,small,EX,O,37,E14,151.373046875,0.0,0.0,0.0
1,0.0,0,25841,3.05078125,0.12890625,6.0,11,62,12,1132.27770996094,812.853820800781,0,1,objects,big,0,1,objects,A,small,EX,O,37,E14,151.373046875,0.0,0.0,0.0
2,0.0,0,25844,3.66015625,0.18359375,7.0,11,62,15,1210.39367675781,807.521789550781,0,1,objects,big,0,1,objects,A,small,EX,O,37,E14,151.373046875,0.0,0.0,0.0
0,0.0,0,25872,1.35546875,0.26171875,2.0,11,48,5,1096.2158203125,329.5087890625,0,1,objects,small,0,1,faces,A,female,EX,F,38,E14,155.572265625,0.0,0.0,0.0
0,0.0,0,25876,3.3671875,0.50390625,5.0,15,77,9,1375.26831054688,528.253173828125,0,1,objects,small,0,1,faces,A,female,EX,F,38,E14,155.572265625,0.0,0.0,0.0
0,0.0,0,25937,3.73828125,0.25390625,4.0,8,40,9,947.021362304688,434.521942138672,0,1,objects,big,0,1,objects,A,big,EX,O,40,E14,163.970703125,0.0,0.0,0.0
0,1.0,0,25955,0.66796875,0.16015625,2.0,10,49,4,1058.85290527344,427.890014648438,0,1,objects,small,1,1,faces,P,female,VS,F,41,E14,168.169921875,1.0,1.0,1.0
0,1.0,1,25956,0.873046875,0.15234375,3.0,5,19,5,729.469177246094,182.781280517578,0,1,objects,small,1,1,faces,P,female,VS,F,41,E14,168.169921875,1.0,1.0,1.0
0,0.0,0,26078,1.86328125,0.12109375,3.0,10,58,7,1156.68505859375,438.834930419922,0,1,objects,small,0,1,faces,A,male,EX,F,45,E14,184.966796875,0.0,0.0,0.0
0,0.0,0,26079,2.548828125,0.39453125,4.0,14,73,8,1383.10534667969,130.779067993164,0,1,objects,big,0,1,faces,A,male,EX,F,45,E14,184.966796875,0.0,0.0,0.0
0,0.0,0,26081,3.142578125,0.302734375,5.0,9,55,10,1146.5517578125,104.873710632324,0,1,objects,big,0,1,faces,A,male,EX,F,45,E14,184.966796875,0.0,0.0,0.0
1,0.0,1,26139,0.400390625,0.1015625,1.0,5,31,2,883.415893554688,413.602172851562,0,1,objects,small,0,1,faces,A,male,EX,I,47,E14,193.365234375,0.0,0.0,0.0
2,0.0,0,26147,3.060546875,0.375,4.0,5,31,10,860.366760253906,424.344848632812,0,1,objects,small,0,1,faces,A,male,EX,I,47,E14,193.365234375,0.0,0.0,0.0
0,1.0,0,26208,0.673828125,0.15625,2.0,15,76,3,1364.07543945312,405.252655029297,0,1,objects,big,1,1,faces,P,male,VS,F,49,E14,201.763671875,1.0,1.0,1.0
0,0.0,0,26242,0.642578125,0.19921875,2.0,1,11,3,652.649291992188,283.689788818359,0,1,objects,small,0,1,faces,A,female,EX,F,51,E14,210.162109375,0.0,0.0,0.0
0,0.0,0,26244,1.27734375,0.1640625,3.0,7,44,5,951.681518554688,799.427551269531,0,1,objects,big,0,1,faces,A,female,EX,F,51,E14,210.162109375,0.0,0.0,0.0
1,0.0,0,26562,0.283203125,0.1953125,1.0,10,39,2,937.362121582031,376.192077636719,0,1,objects,small,0,1,faces,A,male,EX,I,62,E14,256.353515625,0.0,0.0,0.0
0,0.0,0,26568,1.6328125,0.169921875,4.0,13,65,8,1249.79431152344,269.194213867188,0,1,objects,big,0,1,faces,A,male,EX,I,62,E14,256.353515625,0.0,0.0,0.0
2,0.0,0,26576,3.892578125,0.4375,11.0,10,39,16,912.758728027344,348.93896484375,0,1,objects,small,0,1,faces,A,male,EX,I,62,E14,256.353515625,0.0,0.0,0.0
0,1.0,0,26627,0.21875,0.1875,1.0,4,23,1,752.972900390625,556.589294433594,0,1,objects,big,1,1,faces,P,male,VS,F,64,E14,264.751953125,1.0,1.0,1.0
0,0.0,0,26687,0.443359375,0.162109375,1.0,8,52,2,1101.77746582031,744.934875488281,0,1,objects,big,0,1,objects,A,small,EX,O,66,E14,273.150390625,0.0,0.0,0.0
0,0.0,0,26689,1.48046875,0.4921875,2.0,5,31,4,833.568786621094,430.449371337891,0,1,objects,small,0,1,objects,A,small,EX,O,66,E14,273.150390625,0.0,0.0,0.0
0,0.0,1,26692,2.46484375,0.15234375,4.0,6,37,7,916.407043457031,151.120300292969,0,1,objects,small,0,1,objects,A,small,EX,O,66,E14,273.150390625,0.0,0.0,0.0
0,0.0,0,26697,3.8515625,0.39453125,7.0,11,59,12,1147.11901855469,539.952880859375,0,1,objects,small,0,1,objects,A,small,EX,O,66,E14,273.150390625,0.0,0.0,0.0
0,1.0,0,26764,0.384765625,0.12109375,1.0,13,50,2,1051.8310546875,526.938415527344,0,1,objects,big,1,1,faces,P,female,VS,I,68,E14,281.548828125,1.0,1.0,1.0
0,1.0,0,26948,1.8203125,0.123046875,3.0,2,14,12,656.005737304688,537.751892089844,0,1,objects,small,1,1,faces,P,male,VS,I,72,E14,298.345703125,1.0,1.0,1.0
0,0.0,0,27479,0.26171875,0.115234375,1.0,5,22,1,722.436584472656,436.048309326172,0,1,objects,big,0,1,faces,A,female,EX,F,78,E14,323.541015625,0.0,0.0,0.0
